,STATENAME,ACTIVITY LEVEL,WEEK,SEASON
3692,Rhode Island,1,37,2016
3693,Rhode Island,1,36,2016
3694,Rhode Island,1,35,2016
3695,Rhode Island,1,34,2016
3696,Rhode Island,1,33,2016
3697,Rhode Island,1,32,2016
3698,Rhode Island,1,31,2016
3699,Rhode Island,1,30,2016
3700,Rhode Island,1,29,2016
3701,Rhode Island,1,28,2016
3702,Rhode Island,1,27,2016
3703,Rhode Island,1,26,2016
3704,Rhode Island,1,25,2016
3705,Rhode Island,1,24,2016
3706,Rhode Island,1,23,2016
3707,Rhode Island,1,22,2016
3708,Rhode Island,1,21,2016
3709,Rhode Island,1,20,2016
3710,Rhode Island,1,19,2016
3711,Rhode Island,1,18,2016
3712,Rhode Island,1,17,2016
3713,Rhode Island,2,16,2016
3714,Rhode Island,6,15,2016
3715,Rhode Island,7,14,2016
3716,Rhode Island,8,13,2016
3717,Rhode Island,7,12,2016
3718,Rhode Island,5,11,2016
3719,Rhode Island,7,10,2016
3720,Rhode Island,8,9,2016
3721,Rhode Island,10,8,2016
3722,Rhode Island,10,7,2016
3723,Rhode Island,10,6,2016
3724,Rhode Island,7,5,2016
3725,Rhode Island,5,4,2016
3726,Rhode Island,2,3,2016
3727,Rhode Island,2,2,2016
3728,Rhode Island,2,1,2016
3729,Rhode Island,1,52,2016
3730,Rhode Island,1,51,2016
3731,Rhode Island,1,50,2016
3732,Rhode Island,1,49,2016
3733,Rhode Island,1,48,2016
3734,Rhode Island,1,47,2016
3735,Rhode Island,1,46,2016
3736,Rhode Island,1,45,2016
3737,Rhode Island,1,44,2016
3738,Rhode Island,1,43,2016
3739,Rhode Island,1,42,2016
3740,Rhode Island,1,41,2016
3741,Rhode Island,1,40,2016
3742,Pennsylvania,1,40,2016
3743,Pennsylvania,1,41,2016
3744,Pennsylvania,1,42,2016
3745,Pennsylvania,1,43,2016
3746,Pennsylvania,1,44,2016
3747,Pennsylvania,1,45,2016
3748,Pennsylvania,1,46,2016
3749,Pennsylvania,1,47,2016
3750,Pennsylvania,1,48,2016
3751,Pennsylvania,1,49,2016
3752,Pennsylvania,2,50,2016
3753,Pennsylvania,2,51,2016
3754,Pennsylvania,5,52,2016
3755,Pennsylvania,4,1,2016
3756,Pennsylvania,4,2,2016
3757,Pennsylvania,7,3,2016
3758,Pennsylvania,9,4,2016
3759,Pennsylvania,10,5,2016
3760,Pennsylvania,10,6,2016
3761,Pennsylvania,10,7,2016
3762,Pennsylvania,9,8,2016
3763,Pennsylvania,5,9,2016
3764,Pennsylvania,4,10,2016
3765,Pennsylvania,5,11,2016
3766,Pennsylvania,3,12,2016
3767,Pennsylvania,5,13,2016
3768,Pennsylvania,2,14,2016
3769,Pennsylvania,2,15,2016
3770,Pennsylvania,1,16,2016
3771,Pennsylvania,1,17,2016
3772,Pennsylvania,1,18,2016
3773,Pennsylvania,1,19,2016
3774,Pennsylvania,1,20,2016
3775,Pennsylvania,1,21,2016
3776,Pennsylvania,1,22,2016
3777,Pennsylvania,1,23,2016
3778,Pennsylvania,1,24,2016
3779,Pennsylvania,1,25,2016
3780,Pennsylvania,1,26,2016
3781,Pennsylvania,1,27,2016
3782,Pennsylvania,1,28,2016
3783,Pennsylvania,1,29,2016
3784,Pennsylvania,1,30,2016
3785,Pennsylvania,1,31,2016
3786,Pennsylvania,1,32,2016
3787,Pennsylvania,1,33,2016
3788,Pennsylvania,1,34,2016
3789,Pennsylvania,1,35,2016
3790,Pennsylvania,1,36,2016
3791,Pennsylvania,1,37,2016
3792,Pennsylvania,1,38,2016
3793,Pennsylvania,1,39,2016
3794,Oklahoma,1,40,2016
3795,Oklahoma,1,41,2016
3796,Oklahoma,1,42,2016
3797,Oklahoma,2,43,2016
3798,Oklahoma,1,44,2016
3799,Oklahoma,2,45,2016
3800,Oklahoma,4,46,2016
3801,Oklahoma,3,47,2016
3802,Oklahoma,3,48,2016
3803,Oklahoma,4,49,2016
3804,Oklahoma,9,50,2016
3805,Oklahoma,7,51,2016
3806,Oklahoma,10,52,2016
3807,Oklahoma,10,1,2016
3808,Oklahoma,10,2,2016
3809,Oklahoma,10,3,2016
3810,Oklahoma,10,4,2016
3811,Oklahoma,10,5,2016
3812,Oklahoma,10,6,2016
3813,Oklahoma,10,7,2016
3814,Oklahoma,10,8,2016
3815,Oklahoma,10,9,2016
3816,Oklahoma,10,10,2016
3817,Oklahoma,10,11,2016
3818,Oklahoma,10,12,2016
3819,Oklahoma,6,13,2016
3820,Oklahoma,6,14,2016
3821,Oklahoma,1,15,2016
3822,Oklahoma,1,16,2016
3823,Oklahoma,1,17,2016
3824,Oklahoma,1,18,2016
3825,Oklahoma,1,19,2016
3826,Oklahoma,1,20,2016
3827,Oklahoma,1,21,2016
3828,Oklahoma,1,22,2016
3829,Oklahoma,1,23,2016
3830,Oklahoma,1,24,2016
3831,Oklahoma,1,25,2016
3832,Oklahoma,1,26,2016
3833,Oklahoma,1,27,2016
3834,Oklahoma,1,28,2016
3835,Oklahoma,1,29,2016
3836,Oklahoma,1,30,2016
3837,Oklahoma,1,31,2016
3838,Oklahoma,1,32,2016
3839,Oklahoma,1,33,2016
3840,Oklahoma,1,34,2016
3841,Oklahoma,1,35,2016
3842,Oklahoma,1,36,2016
3843,Oklahoma,1,37,2016
3844,Oklahoma,1,38,2016
3845,Oklahoma,1,39,2016
3846,North Dakota,1,40,2016
3847,North Dakota,1,41,2016
3848,North Dakota,1,42,2016
3849,North Dakota,1,43,2016
3850,North Dakota,1,44,2016
3851,North Dakota,1,45,2016
3852,North Dakota,1,46,2016
3853,North Dakota,1,47,2016
3854,North Dakota,1,48,2016
3855,North Dakota,1,49,2016
3856,North Dakota,1,50,2016
3857,North Dakota,2,51,2016
3858,North Dakota,1,52,2016
3859,North Dakota,4,1,2016
3860,North Dakota,1,2,2016
3861,North Dakota,1,3,2016
3862,North Dakota,7,4,2016
3863,North Dakota,6,5,2016
3864,North Dakota,9,6,2016
3865,North Dakota,6,7,2016
3866,North Dakota,5,8,2016
3867,North Dakota,6,9,2016
3868,North Dakota,6,10,2016
3869,North Dakota,3,11,2016
3870,North Dakota,2,12,2016
3871,North Dakota,3,13,2016
3872,North Dakota,1,14,2016
3873,North Dakota,1,15,2016
3874,North Dakota,1,16,2016
3875,North Dakota,1,17,2016
3876,North Dakota,1,18,2016
3877,North Dakota,1,19,2016
3878,North Dakota,1,20,2016
3879,North Dakota,1,21,2016
3880,North Dakota,1,22,2016
3881,North Dakota,0,23,2016
3882,North Dakota,0,24,2016
3883,North Dakota,0,25,2016
3884,North Dakota,0,26,2016
3885,North Dakota,0,27,2016
3886,North Dakota,0,28,2016
3887,North Dakota,0,29,2016
3888,North Dakota,1,30,2016
3889,North Dakota,0,31,2016
3890,North Dakota,0,32,2016
3891,North Dakota,0,33,2016
3892,North Dakota,0,34,2016
3893,North Dakota,0,35,2016
3894,North Dakota,0,36,2016
3895,North Dakota,0,37,2016
3896,North Dakota,0,38,2016
3897,North Dakota,0,39,2016
3898,New York,1,40,2016
3899,New York,1,41,2016
3900,New York,1,42,2016
3901,New York,1,43,2016
3902,New York,1,44,2016
3903,New York,1,45,2016
3904,New York,1,46,2016
3905,New York,1,47,2016
3906,New York,1,48,2016
3907,New York,1,49,2016
3908,New York,1,50,2016
3909,New York,1,51,2016
3910,New York,7,52,2016
3911,New York,7,1,2016
3912,New York,10,2,2016
3913,New York,10,3,2016
3914,New York,10,4,2016
3915,New York,10,5,2016
3916,New York,10,6,2016
3917,New York,10,7,2016
3918,New York,10,8,2016
3919,New York,2,9,2016
3920,New York,3,10,2016
3921,New York,4,11,2016
3922,New York,4,12,2016
3923,New York,7,13,2016
3924,New York,7,14,2016
3925,New York,3,15,2016
3926,New York,1,16,2016
3927,New York,1,17,2016
3928,New York,1,18,2016
3929,New York,1,19,2016
3930,New York,1,20,2016
3931,New York,1,21,2016
3932,New York,1,22,2016
3933,New York,1,23,2016
3934,New York,1,24,2016
3935,New York,1,25,2016
3936,New York,1,26,2016
3937,New York,1,27,2016
3938,New York,1,28,2016
3939,New York,1,29,2016
3940,New York,1,30,2016
3941,New York,1,31,2016
3942,New York,1,32,2016
3943,New York,1,33,2016
3944,New York,1,34,2016
3945,New York,1,35,2016
3946,New York,1,36,2016
3947,New York,1,37,2016
3948,New York,1,38,2016
3949,New York,1,39,2016
3950,New Jersey,1,40,2016
3951,New Jersey,1,41,2016
3952,New Jersey,1,42,2016
3953,New Jersey,2,43,2016
3954,New Jersey,2,44,2016
3955,New Jersey,2,45,2016
3956,New Jersey,2,46,2016
3957,New Jersey,3,47,2016
3958,New Jersey,2,48,2016
3959,New Jersey,3,49,2016
3960,New Jersey,5,50,2016
3961,New Jersey,6,51,2016
3962,New Jersey,10,52,2016
3963,New Jersey,10,1,2016
3964,New Jersey,9,2,2016
3965,New Jersey,10,3,2016
3966,New Jersey,10,4,2016
3967,New Jersey,10,5,2016
3968,New Jersey,10,6,2016
3969,New Jersey,10,7,2016
3970,New Jersey,8,8,2016
3971,New Jersey,6,9,2016
3972,New Jersey,5,10,2016
3973,New Jersey,3,11,2016
3974,New Jersey,3,12,2016
3975,New Jersey,5,13,2016
3976,New Jersey,4,14,2016
3977,New Jersey,3,15,2016
3978,New Jersey,1,16,2016
3979,New Jersey,1,17,2016
3980,New Jersey,1,18,2016
3981,New Jersey,1,19,2016
3982,New Jersey,1,20,2016
3983,New Jersey,1,21,2016
3984,New Jersey,1,22,2016
3985,New Jersey,1,23,2016
3986,New Jersey,1,24,2016
3987,New Jersey,1,25,2016
3988,New Jersey,1,26,2016
3989,New Jersey,1,27,2016
3990,New Jersey,1,28,2016
3991,New Jersey,1,29,2016
3992,New Jersey,1,30,2016
3993,New Jersey,1,31,2016
3994,New Jersey,1,32,2016
3995,New Jersey,1,33,2016
3996,New Jersey,1,34,2016
3997,New Jersey,1,35,2016
3998,New Jersey,1,36,2016
3999,New Jersey,1,37,2016
4000,New Jersey,1,38,2016
4001,New Jersey,1,39,2016
4002,Missouri,1,39,2016
4003,Missouri,1,38,2016
4004,Missouri,1,37,2016
4005,Missouri,1,36,2016
4006,Missouri,1,35,2016
4007,Missouri,1,34,2016
4008,Missouri,1,33,2016
4009,Missouri,1,32,2016
4010,Missouri,1,31,2016
4011,Missouri,1,30,2016
4012,Missouri,1,29,2016
4013,Missouri,1,28,2016
4014,Missouri,1,27,2016
4015,Missouri,1,26,2016
4016,Missouri,1,25,2016
4017,Missouri,1,24,2016
4018,Missouri,1,23,2016
4019,Missouri,1,22,2016
4020,Missouri,1,21,2016
4021,Missouri,1,20,2016
4022,Missouri,1,19,2016
4023,Missouri,1,18,2016
4024,Missouri,1,17,2016
4025,Missouri,1,16,2016
4026,Missouri,1,15,2016
4027,Missouri,2,14,2016
4028,Missouri,4,13,2016
4029,Missouri,3,12,2016
4030,Missouri,4,11,2016
4031,Missouri,7,10,2016
4032,Missouri,6,9,2016
4033,Missouri,10,8,2016
4034,Missouri,10,7,2016
4035,Missouri,10,6,2016
4036,Missouri,10,5,2016
4037,Missouri,10,4,2016
4038,Missouri,8,3,2016
4039,Missouri,7,2,2016
4040,Missouri,9,1,2016
4041,Missouri,8,52,2016
4042,Missouri,3,51,2016
4043,Missouri,2,50,2016
4044,Missouri,1,49,2016
4045,Missouri,2,48,2016
4046,Missouri,1,47,2016
4047,Missouri,1,46,2016
4048,Missouri,1,45,2016
4049,Missouri,1,44,2016
4050,Missouri,1,43,2016
4051,Missouri,1,42,2016
4052,Missouri,1,41,2016
4053,Missouri,1,40,2016
4054,Nebraska,1,39,2016
4055,Nebraska,1,38,2016
4056,Nebraska,1,37,2016
4057,Nebraska,1,36,2016
4058,Nebraska,1,35,2016
4059,Nebraska,1,34,2016
4060,Nebraska,1,33,2016
4061,Nebraska,1,32,2016
4062,Nebraska,1,31,2016
4063,Nebraska,1,30,2016
4064,Nebraska,1,29,2016
4065,Nebraska,1,28,2016
4066,Nebraska,1,27,2016
4067,Nebraska,1,26,2016
4068,Nebraska,1,25,2016
4069,Nebraska,1,24,2016
4070,Nebraska,1,23,2016
4071,Nebraska,1,22,2016
4072,Nebraska,1,21,2016
4073,Nebraska,1,20,2016
4074,Nebraska,1,19,2016
4075,Nebraska,1,18,2016
4076,Nebraska,1,17,2016
4077,Nebraska,1,16,2016
4078,Nebraska,1,15,2016
4079,Nebraska,1,14,2016
4080,Nebraska,1,13,2016
4081,Nebraska,1,12,2016
4082,Nebraska,3,11,2016
4083,Nebraska,1,10,2016
4084,Nebraska,1,9,2016
4085,Nebraska,3,8,2016
4086,Nebraska,4,7,2016
4087,Nebraska,9,6,2016
4088,Nebraska,6,5,2016
4089,Nebraska,5,4,2016
4090,Nebraska,6,3,2016
4091,Nebraska,2,2,2016
4092,Nebraska,1,1,2016
4093,Nebraska,1,52,2016
4094,Nebraska,1,51,2016
4095,Nebraska,1,50,2016
4096,Nebraska,1,49,2016
4097,Nebraska,1,48,2016
4098,Nebraska,1,47,2016
4099,Nebraska,1,46,2016
4100,Nebraska,1,45,2016
4101,Nebraska,1,44,2016
4102,Nebraska,1,43,2016
4103,Nebraska,1,42,2016
4104,Nebraska,1,41,2016
4105,Nebraska,1,40,2016
4106,New Hampshire,1,39,2016
4107,New Hampshire,1,38,2016
4108,New Hampshire,1,37,2016
4109,New Hampshire,1,36,2016
4110,New Hampshire,1,35,2016
4111,New Hampshire,1,34,2016
4112,New Hampshire,1,33,2016
4113,New Hampshire,1,32,2016
4114,New Hampshire,1,31,2016
4115,New Hampshire,1,30,2016
4116,New Hampshire,1,29,2016
4117,New Hampshire,1,28,2016
4118,New Hampshire,1,27,2016
4119,New Hampshire,1,26,2016
4120,New Hampshire,1,25,2016
4121,New Hampshire,1,24,2016
4122,New Hampshire,1,23,2016
4123,New Hampshire,1,22,2016
4124,New Hampshire,1,21,2016
4125,New Hampshire,1,20,2016
4126,New Hampshire,1,19,2016
4127,New Hampshire,1,18,2016
4128,New Hampshire,1,17,2016
4129,New Hampshire,2,16,2016
4130,New Hampshire,1,15,2016
4131,New Hampshire,4,14,2016
4132,New Hampshire,1,13,2016
4133,New Hampshire,2,12,2016
4134,New Hampshire,3,11,2016
4135,New Hampshire,2,10,2016
4136,New Hampshire,2,9,2016
4137,New Hampshire,4,8,2016
4138,New Hampshire,3,7,2016
4139,New Hampshire,2,6,2016
4140,New Hampshire,1,5,2016
4141,New Hampshire,1,4,2016
4142,New Hampshire,1,3,2016
4143,New Hampshire,1,2,2016
4144,New Hampshire,1,1,2016
4145,New Hampshire,1,52,2016
4146,New Hampshire,1,51,2016
4147,New Hampshire,1,50,2016
4148,New Hampshire,1,49,2016
4149,New Hampshire,1,48,2016
4150,New Hampshire,1,47,2016
4151,New Hampshire,1,46,2016
4152,New Hampshire,1,45,2016
4153,New Hampshire,1,44,2016
4154,New Hampshire,1,43,2016
4155,New Hampshire,1,42,2016
4156,New Hampshire,1,41,2016
4157,New Hampshire,1,40,2016
4158,New Mexico,1,39,2016
4159,New Mexico,1,38,2016
4160,New Mexico,1,37,2016
4161,New Mexico,1,36,2016
4162,New Mexico,1,35,2016
4163,New Mexico,1,34,2016
4164,New Mexico,1,33,2016
4165,New Mexico,1,32,2016
4166,New Mexico,1,31,2016
4167,New Mexico,1,30,2016
4168,New Mexico,1,29,2016
4169,New Mexico,1,28,2016
4170,New Mexico,1,27,2016
4171,New Mexico,1,26,2016
4172,New Mexico,1,25,2016
4173,New Mexico,1,24,2016
4174,New Mexico,1,23,2016
4175,New Mexico,1,22,2016
4176,New Mexico,1,21,2016
4177,New Mexico,1,20,2016
4178,New Mexico,1,19,2016
4179,New Mexico,1,18,2016
4180,New Mexico,1,17,2016
4181,New Mexico,1,16,2016
4182,New Mexico,2,15,2016
4183,New Mexico,1,14,2016
4184,New Mexico,2,13,2016
4185,New Mexico,3,12,2016
4186,New Mexico,6,11,2016
4187,New Mexico,6,10,2016
4188,New Mexico,7,9,2016
4189,New Mexico,10,8,2016
4190,New Mexico,10,7,2016
4191,New Mexico,10,6,2016
4192,New Mexico,8,5,2016
4193,New Mexico,5,4,2016
4194,New Mexico,4,3,2016
4195,New Mexico,2,2,2016
4196,New Mexico,2,1,2016
4197,New Mexico,2,52,2016
4198,New Mexico,2,51,2016
4199,New Mexico,1,50,2016
4200,New Mexico,1,49,2016
4201,New Mexico,1,48,2016
4202,New Mexico,1,47,2016
4203,New Mexico,1,46,2016
4204,New Mexico,1,45,2016
4205,New Mexico,1,44,2016
4206,New Mexico,1,43,2016
4207,New Mexico,1,42,2016
4208,New Mexico,1,41,2016
4209,New Mexico,1,40,2016
4210,Nevada,1,40,2016
4211,Nevada,1,41,2016
4212,Nevada,1,42,2016
4213,Nevada,1,43,2016
4214,Nevada,1,44,2016
4215,Nevada,2,45,2016
4216,Nevada,1,46,2016
4217,Nevada,2,47,2016
4218,Nevada,2,48,2016
4219,Nevada,4,49,2016
4220,Nevada,3,50,2016
4221,Nevada,4,51,2016
4222,Nevada,4,52,2016
4223,Nevada,4,1,2016
4224,Nevada,4,2,2016
4225,Nevada,3,3,2016
4226,Nevada,3,4,2016
4227,Nevada,4,5,2016
4228,Nevada,4,6,2016
4229,Nevada,3,7,2016
4230,Nevada,2,8,2016
4231,Nevada,2,9,2016
4232,Nevada,2,10,2016
4233,Nevada,2,11,2016
4234,Nevada,1,12,2016
4235,Nevada,1,13,2016
4236,Nevada,1,14,2016
4237,Nevada,1,15,2016
4238,Nevada,1,16,2016
4239,Nevada,1,17,2016
4240,Nevada,1,18,2016
4241,Nevada,1,19,2016
4242,Nevada,1,20,2016
4243,Nevada,1,21,2016
4244,Nevada,1,22,2016
4245,Nevada,1,23,2016
4246,Nevada,1,24,2016
4247,Nevada,1,25,2016
4248,Nevada,1,26,2016
4249,Nevada,1,27,2016
4250,Nevada,1,28,2016
4251,Nevada,1,29,2016
4252,Nevada,1,30,2016
4253,Nevada,1,31,2016
4254,Nevada,1,32,2016
4255,Nevada,1,33,2016
4256,Nevada,1,34,2016
4257,Nevada,1,35,2016
4258,Nevada,1,36,2016
4259,Nevada,1,37,2016
4260,Nevada,1,38,2016
4261,Nevada,1,39,2016
4262,Montana,1,40,2016
4263,Montana,1,41,2016
4264,Montana,1,42,2016
4265,Montana,1,43,2016
4266,Montana,1,44,2016
4267,Montana,1,45,2016
4268,Montana,1,46,2016
4269,Montana,1,47,2016
4270,Montana,1,48,2016
4271,Montana,1,49,2016
4272,Montana,1,50,2016
4273,Montana,1,51,2016
4274,Montana,1,52,2016
4275,Montana,1,1,2016
4276,Montana,1,2,2016
4277,Montana,1,3,2016
4278,Montana,1,4,2016
4279,Montana,1,5,2016
4280,Montana,1,6,2016
4281,Montana,1,7,2016
4282,Montana,1,8,2016
4283,Montana,1,9,2016
4284,Montana,1,10,2016
4285,Montana,1,11,2016
4286,Montana,1,12,2016
4287,Montana,1,13,2016
4288,Montana,1,14,2016
4289,Montana,1,15,2016
4290,Montana,1,16,2016
4291,Montana,1,17,2016
4292,Montana,1,18,2016
4293,Montana,1,19,2016
4294,Montana,1,20,2016
4295,Montana,1,21,2016
4296,Montana,1,22,2016
4297,Montana,1,23,2016
4298,Montana,1,24,2016
4299,Montana,1,25,2016
4300,Montana,1,26,2016
4301,Montana,1,27,2016
4302,Montana,1,28,2016
4303,Montana,1,29,2016
4304,Montana,1,30,2016
4305,Montana,1,31,2016
4306,Montana,1,32,2016
4307,Montana,1,33,2016
4308,Montana,1,34,2016
4309,Montana,1,35,2016
4310,Montana,1,36,2016
4311,Montana,1,37,2016
4312,Montana,1,38,2016
4313,Montana,1,39,2016
4314,Mississippi,1,40,2016
4315,Mississippi,1,41,2016
4316,Mississippi,1,42,2016
4317,Mississippi,2,43,2016
4318,Mississippi,3,44,2016
4319,Mississippi,3,45,2016
4320,Mississippi,2,46,2016
4321,Mississippi,5,47,2016
4322,Mississippi,3,48,2016
4323,Mississippi,3,49,2016
4324,Mississippi,4,50,2016
4325,Mississippi,8,51,2016
4326,Mississippi,7,52,2016
4327,Mississippi,4,1,2016
4328,Mississippi,4,2,2016
4329,Mississippi,6,3,2016
4330,Mississippi,5,4,2016
4331,Mississippi,10,5,2016
4332,Mississippi,10,6,2016
4333,Mississippi,10,7,2016
4334,Mississippi,10,8,2016
4335,Mississippi,10,9,2016
4336,Mississippi,10,10,2016
4337,Mississippi,8,11,2016
4338,Mississippi,6,12,2016
4339,Mississippi,4,13,2016
4340,Mississippi,3,14,2016
4341,Mississippi,3,15,2016
4342,Mississippi,2,16,2016
4343,Mississippi,1,17,2016
4344,Mississippi,1,18,2016
4345,Mississippi,1,19,2016
4346,Mississippi,1,20,2016
4347,Mississippi,1,21,2016
4348,Mississippi,1,22,2016
4349,Mississippi,1,23,2016
4350,Mississippi,1,24,2016
4351,Mississippi,1,25,2016
4352,Mississippi,1,26,2016
4353,Mississippi,1,27,2016
4354,Mississippi,1,28,2016
4355,Mississippi,1,29,2016
4356,Mississippi,1,30,2016
4357,Mississippi,1,31,2016
4358,Mississippi,1,32,2016
4359,Mississippi,1,33,2016
4360,Mississippi,3,34,2016
4361,Mississippi,4,35,2016
4362,Mississippi,1,36,2016
4363,Mississippi,1,37,2016
4364,Mississippi,1,38,2016
4365,Mississippi,1,39,2016
4366,Kentucky,1,39,2016
4367,Kentucky,1,38,2016
4368,Kentucky,1,37,2016
4369,Kentucky,1,36,2016
4370,Kentucky,1,35,2016
4371,Kentucky,1,34,2016
4372,Kentucky,1,33,2016
4373,Kentucky,1,32,2016
4374,Kentucky,1,31,2016
4375,Kentucky,1,30,2016
4376,Kentucky,1,29,2016
4377,Kentucky,1,28,2016
4378,Kentucky,1,27,2016
4379,Kentucky,1,26,2016
4380,Kentucky,1,25,2016
4381,Kentucky,1,24,2016
4382,Kentucky,1,23,2016
4383,Kentucky,1,22,2016
4384,Kentucky,1,21,2016
4385,Kentucky,1,20,2016
4386,Kentucky,1,19,2016
4387,Kentucky,1,18,2016
4388,Kentucky,1,17,2016
4389,Kentucky,2,16,2016
4390,Kentucky,4,15,2016
4391,Kentucky,10,14,2016
4392,Kentucky,10,13,2016
4393,Kentucky,10,12,2016
4394,Kentucky,10,11,2016
4395,Kentucky,10,10,2016
4396,Kentucky,10,9,2016
4397,Kentucky,10,8,2016
4398,Kentucky,10,7,2016
4399,Kentucky,10,6,2016
4400,Kentucky,10,5,2016
4401,Kentucky,10,4,2016
4402,Kentucky,9,3,2016
4403,Kentucky,6,2,2016
4404,Kentucky,3,1,2016
4405,Kentucky,8,52,2016
4406,Kentucky,6,51,2016
4407,Kentucky,2,50,2016
4408,Kentucky,1,49,2016
4409,Kentucky,3,48,2016
4410,Kentucky,1,47,2016
4411,Kentucky,2,46,2016
4412,Kentucky,1,45,2016
4413,Kentucky,1,44,2016
4414,Kentucky,2,43,2016
4415,Kentucky,1,42,2016
4416,Kentucky,1,41,2016
4417,Kentucky,1,40,2016
4418,Maine,1,39,2016
4419,Maine,1,38,2016
4420,Maine,1,37,2016
4421,Maine,1,36,2016
4422,Maine,1,35,2016
4423,Maine,1,34,2016
4424,Maine,1,33,2016
4425,Maine,1,32,2016
4426,Maine,1,31,2016
4427,Maine,1,30,2016
4428,Maine,1,29,2016
4429,Maine,1,28,2016
4430,Maine,1,27,2016
4431,Maine,1,26,2016
4432,Maine,1,25,2016
4433,Maine,1,24,2016
4434,Maine,1,23,2016
4435,Maine,1,22,2016
4436,Maine,1,21,2016
4437,Maine,1,20,2016
4438,Maine,1,19,2016
4439,Maine,1,18,2016
4440,Maine,1,17,2016
4441,Maine,1,16,2016
4442,Maine,2,15,2016
4443,Maine,2,14,2016
4444,Maine,1,13,2016
4445,Maine,3,12,2016
4446,Maine,2,11,2016
4447,Maine,1,10,2016
4448,Maine,1,9,2016
4449,Maine,1,8,2016
4450,Maine,1,7,2016
4451,Maine,1,6,2016
4452,Maine,1,5,2016
4453,Maine,1,4,2016
4454,Maine,1,3,2016
4455,Maine,1,2,2016
4456,Maine,1,1,2016
4457,Maine,1,52,2016
4458,Maine,1,51,2016
4459,Maine,1,50,2016
4460,Maine,1,49,2016
4461,Maine,1,48,2016
4462,Maine,1,47,2016
4463,Maine,1,46,2016
4464,Maine,1,45,2016
4465,Maine,1,44,2016
4466,Maine,1,43,2016
4467,Maine,1,42,2016
4468,Maine,1,41,2016
4469,Maine,1,40,2016
4470,Massachusetts,1,39,2016
4471,Massachusetts,1,38,2016
4472,Massachusetts,1,37,2016
4473,Massachusetts,1,36,2016
4474,Massachusetts,1,35,2016
4475,Massachusetts,1,34,2016
4476,Massachusetts,1,33,2016
4477,Massachusetts,1,32,2016
4478,Massachusetts,1,31,2016
4479,Massachusetts,1,30,2016
4480,Massachusetts,1,29,2016
4481,Massachusetts,1,28,2016
4482,Massachusetts,1,27,2016
4483,Massachusetts,1,26,2016
4484,Massachusetts,1,25,2016
4485,Massachusetts,1,24,2016
4486,Massachusetts,1,23,2016
4487,Massachusetts,1,22,2016
4488,Massachusetts,1,21,2016
4489,Massachusetts,1,20,2016
4490,Massachusetts,1,19,2016
4491,Massachusetts,1,18,2016
4492,Massachusetts,1,17,2016
4493,Massachusetts,2,16,2016
4494,Massachusetts,3,15,2016
4495,Massachusetts,4,14,2016
4496,Massachusetts,4,13,2016
4497,Massachusetts,4,12,2016
4498,Massachusetts,3,11,2016
4499,Massachusetts,3,10,2016
4500,Massachusetts,3,9,2016
4501,Massachusetts,6,8,2016
4502,Massachusetts,5,7,2016
4503,Massachusetts,6,6,2016
4504,Massachusetts,5,5,2016
4505,Massachusetts,3,4,2016
4506,Massachusetts,3,3,2016
4507,Massachusetts,2,2,2016
4508,Massachusetts,2,1,2016
4509,Massachusetts,3,52,2016
4510,Massachusetts,2,51,2016
4511,Massachusetts,1,50,2016
4512,Massachusetts,1,49,2016
4513,Massachusetts,1,48,2016
4514,Massachusetts,1,47,2016
4515,Massachusetts,1,46,2016
4516,Massachusetts,1,45,2016
4517,Massachusetts,1,44,2016
4518,Massachusetts,1,43,2016
4519,Massachusetts,1,42,2016
4520,Massachusetts,1,41,2016
4521,Massachusetts,1,40,2016
4522,Minnesota,1,39,2016
4523,Minnesota,1,38,2016
4524,Minnesota,1,37,2016
4525,Minnesota,1,36,2016
4526,Minnesota,1,35,2016
4527,Minnesota,1,34,2016
4528,Minnesota,1,33,2016
4529,Minnesota,1,32,2016
4530,Minnesota,1,31,2016
4531,Minnesota,1,30,2016
4532,Minnesota,1,29,2016
4533,Minnesota,1,28,2016
4534,Minnesota,1,27,2016
4535,Minnesota,1,26,2016
4536,Minnesota,1,25,2016
4537,Minnesota,1,24,2016
4538,Minnesota,1,23,2016
4539,Minnesota,1,22,2016
4540,Minnesota,1,21,2016
4541,Minnesota,1,20,2016
4542,Minnesota,1,19,2016
4543,Minnesota,1,18,2016
4544,Minnesota,2,17,2016
4545,Minnesota,3,16,2016
4546,Minnesota,3,15,2016
4547,Minnesota,4,14,2016
4548,Minnesota,4,13,2016
4549,Minnesota,3,12,2016
4550,Minnesota,4,11,2016
4551,Minnesota,5,10,2016
4552,Minnesota,4,9,2016
4553,Minnesota,8,8,2016
4554,Minnesota,8,7,2016
4555,Minnesota,8,6,2016
4556,Minnesota,5,5,2016
4557,Minnesota,5,4,2016
4558,Minnesota,5,3,2016
4559,Minnesota,1,2,2016
4560,Minnesota,1,1,2016
4561,Minnesota,1,52,2016
4562,Minnesota,1,51,2016
4563,Minnesota,1,50,2016
4564,Minnesota,1,49,2016
4565,Minnesota,1,48,2016
4566,Minnesota,1,47,2016
4567,Minnesota,1,46,2016
4568,Minnesota,1,45,2016
4569,Minnesota,1,44,2016
4570,Minnesota,1,43,2016
4571,Minnesota,1,42,2016
4572,Minnesota,1,41,2016
4573,Minnesota,1,40,2016
4574,Michigan,1,40,2016
