AREA,STATENAME,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA AND PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,Alaska,All,2015-16,21,3,2,66,91.60%
,,,,,,,,
State,Alaska,All,2015-16,22,4.7,5,106,> 100%
,,,,,,,,
State,Alaska,All,2015-16,23,1.2,1,85,> 100%
,,,,,,,,
State,Alaska,All,2015-16,24,2.5,2,80,> 100%
,,,,,,,,
State,Alaska,All,2015-16,25,6.8,5,74,> 100%
,,,,,,,,
State,Alaska,All,2015-16,26,0,0,83,> 100%
,,,,,,,,
State,Alaska,All,2015-16,27,2.4,2,84,> 100%
,,,,,,,,
State,Alaska,All,2015-16,28,3.2,3,93,> 100%
,,,,,,,,
State,Alaska,All,2015-16,29,2.5,2,81,> 100%
,,,,,,,,
State,Alaska,All,2015-16,30,2.2,2,89,> 100%
,,,,,,,,
State,Alaska,All,2015-16,31,8.1,7,86,> 100%
,,,,,,,,
State,Alaska,All,2015-16,32,4,3,75,> 100%
,,,,,,,,
State,Alaska,All,2015-16,33,3.1,2,65,90.20%
,,,,,,,,
State,Alaska,All,2015-16,34,2.9,2,69,95.70%
,,,,,,,,
State,Alaska,All,2015-16,35,6,5,83,> 100%
,,,,,,,,
State,Alaska,All,2015-16,36,5.7,5,87,> 100%
,,,,,,,,
State,Alaska,All,2015-16,37,2.1,2,96,> 100%
,,,,,,,,
State,Alaska,All,2015-16,38,1.6,1,64,88.80%
,,,,,,,,
State,Alaska,All,2015-16,39,3.9,3,77,> 100%
,,,,,,,,
State,Arizona,All,2015-16,40,6.1,61,"1,004",> 100%
,,,,,,,,
State,Arizona,All,2015-16,41,4.9,47,964,> 100%
,,,,,,,,
State,Arizona,All,2015-16,42,5.2,50,955,> 100%
,,,,,,,,
State,Arizona,All,2015-16,43,5,49,982,> 100%
,,,,,,,,
State,Arizona,All,2015-16,44,5.2,52,991,> 100%
,,,,,,,,
State,Arizona,All,2015-16,45,5.1,59,"1,154",> 100%
,,,,,,,,
State,Arizona,All,2015-16,46,5.3,58,"1,090",> 100%
,,,,,,,,
State,Arizona,All,2015-16,47,6.6,69,"1,046",> 100%
,,,,,,,,
State,Arizona,All,2015-16,48,4.6,49,"1,060",> 100%
,,,,,,,,
State,Arizona,All,2015-16,49,6.1,70,"1,148",> 100%
,,,,,,,,
State,Arizona,All,2015-16,50,6.6,74,"1,121",> 100%
,,,,,,,,
State,Arizona,All,2015-16,51,7.1,77,"1,086",> 100%
,,,,,,,,
State,Arizona,All,2015-16,52,6.7,73,"1,088",> 100%
,,,,,,,,
State,Arizona,All,2015-16,1,5.8,65,"1,120",> 100%
,,,,,,,,
State,Arizona,All,2015-16,2,5.6,66,"1,178",> 100%
,,,,,,,,
State,Arizona,All,2015-16,3,7.2,84,"1,164",> 100%
,,,,,,,,
State,Arizona,All,2015-16,4,7.4,87,"1,177",> 100%
,,,,,,,,
State,Arizona,All,2015-16,5,8.1,96,"1,178",> 100%
,,,,,,,,
State,Arizona,All,2015-16,6,8.2,103,"1,249",> 100%
,,,,,,,,
State,Arizona,All,2015-16,7,9.9,126,"1,271",> 100%
,,,,,,,,
State,Arizona,All,2015-16,8,9.4,117,"1,245",> 100%
,,,,,,,,
State,Arizona,All,2015-16,9,10.5,128,"1,215",> 100%
,,,,,,,,
State,Arizona,All,2015-16,10,10.9,136,"1,251",> 100%
,,,,,,,,
State,Arizona,All,2015-16,11,8.5,108,"1,275",> 100%
,,,,,,,,
State,Arizona,All,2015-16,12,8.9,104,"1,173",> 100%
,,,,,,,,
State,Arizona,All,2015-16,13,8.6,100,"1,157",> 100%
,,,,,,,,
State,Arizona,All,2015-16,14,7.8,88,"1,126",> 100%
,,,,,,,,
State,Arizona,All,2015-16,15,8.5,92,"1,081",> 100%
,,,,,,,,
State,Arizona,All,2015-16,16,6.8,75,"1,096",> 100%
,,,,,,,,
State,Arizona,All,2015-16,17,5.8,62,"1,072",> 100%
,,,,,,,,
State,Arizona,All,2015-16,18,5.3,55,"1,031",> 100%
,,,,,,,,
State,Arizona,All,2015-16,19,5.6,59,"1,055",> 100%
,,,,,,,,
State,Arizona,All,2015-16,20,6.6,72,"1,086",> 100%
,,,,,,,,
State,Arizona,All,2015-16,21,5.4,53,988,> 100%
,,,,,,,,
State,Arizona,All,2015-16,22,4.4,46,"1,049",> 100%
,,,,,,,,
State,Arizona,All,2015-16,23,4.5,49,"1,087",> 100%
,,,,,,,,
State,Arizona,All,2015-16,24,4.3,43,"1,002",> 100%
,,,,,,,,
State,Arizona,All,2015-16,25,4.9,52,"1,057",> 100%
,,,,,,,,
State,Arizona,All,2015-16,26,3.6,38,"1,058",> 100%
,,,,,,,,
State,Arizona,All,2015-16,27,4,40,"1,011",> 100%
,,,,,,,,
State,Arizona,All,2015-16,28,5.5,54,982,> 100%
,,,,,,,,
State,Arizona,All,2015-16,29,3.8,39,"1,013",> 100%
,,,,,,,,
State,Arizona,All,2015-16,30,4.8,52,"1,078",> 100%
,,,,,,,,
State,Arizona,All,2015-16,31,5.9,58,987,> 100%
,,,,,,,,
State,Arizona,All,2015-16,32,4.2,42,"1,008",> 100%
,,,,,,,,
State,Arizona,All,2015-16,33,4.6,47,"1,012",> 100%
,,,,,,,,
State,Arizona,All,2015-16,34,5.3,52,990,> 100%
,,,,,,,,
State,Arizona,All,2015-16,35,4.6,48,"1,036",> 100%
,,,,,,,,
State,Arizona,All,2015-16,36,6.5,65,"1,006",> 100%
,,,,,,,,
State,Arizona,All,2015-16,37,6.4,60,934,> 100%
,,,,,,,,
State,Arizona,All,2015-16,38,5.1,53,"1,040",> 100%
,,,,,,,,
State,Arizona,All,2015-16,39,4.6,46,990,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,40,4.3,25,583,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,41,9.5,54,568,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,42,8.6,52,607,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,43,7.2,45,623,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,44,6.7,36,539,96.30%
,,,,,,,,
State,Arkansas,All,2015-16,45,5.8,35,599,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,46,6.5,38,586,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,47,8,48,599,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,48,6.8,41,601,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,49,6.9,43,627,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,50,9.8,58,592,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,51,7.9,48,605,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,52,8,45,566,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,1,7.4,48,649,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,2,9.4,60,641,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,3,9.3,55,592,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,4,8.7,55,631,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,5,8.9,55,616,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,6,9,56,624,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,7,8,47,584,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,8,7.7,49,639,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,9,8.3,50,604,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,10,7.9,48,605,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,11,6.7,44,654,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,12,7.8,48,613,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,13,7.2,49,680,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,14,9.2,57,621,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,15,8.5,52,614,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,16,9.6,59,612,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,17,6.6,39,587,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,18,7.7,44,569,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,19,8.6,49,570,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,20,6.7,40,601,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,21,6.3,36,567,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,22,6.3,38,604,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,23,8.7,53,609,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,24,7.1,40,561,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,25,6.4,37,577,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,26,6.9,41,594,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,27,5.6,35,621,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,28,7.9,49,621,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,29,6.7,39,579,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,30,7.2,40,558,99.70%
,,,,,,,,
State,Arkansas,All,2015-16,31,7.1,39,547,97.80%
,,,,,,,,
State,Arkansas,All,2015-16,32,5.3,30,571,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,33,6.6,38,579,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,34,5.3,30,562,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,35,7.8,43,549,98.10%
,,,,,,,,
State,Arkansas,All,2015-16,36,6.6,43,651,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,37,6.6,38,573,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,38,6.5,37,571,> 100%
,,,,,,,,
State,Arkansas,All,2015-16,39,9.5,52,545,97.40%
,,,,,,,,
State,California,All,2015-16,40,7.1,338,"4,759",> 100%
,,,,,,,,
State,California,All,2015-16,41,6.7,321,"4,821",> 100%
,,,,,,,,
State,California,All,2015-16,42,7.1,324,"4,565",> 100%
,,,,,,,,
State,California,All,2015-16,43,7,324,"4,641",> 100%
,,,,,,,,
State,California,All,2015-16,44,7.7,367,"4,767",> 100%
,,,,,,,,
State,California,All,2015-16,45,7.5,377,"4,999",> 100%
,,,,,,,,
State,California,All,2015-16,46,7.7,403,"5,225",> 100%
,,,,,,,,
State,California,All,2015-16,47,8.4,424,"5,036",> 100%
,,,,,,,,
State,California,All,2015-16,48,8.5,437,"5,162",> 100%
,,,,,,,,
State,California,All,2015-16,49,8.1,426,"5,271",> 100%
,,,,,,,,
State,California,All,2015-16,50,7.4,391,"5,290",> 100%
,,,,,,,,
State,California,All,2015-16,51,7.9,427,"5,411",> 100%
,,,,,,,,
State,California,All,2015-16,52,9.1,502,"5,516",> 100%
,,,,,,,,
State,California,All,2015-16,1,9,516,"5,761",> 100%
,,,,,,,,
State,California,All,2015-16,2,9.7,541,"5,598",> 100%
,,,,,,,,
State,California,All,2015-16,3,9.9,528,"5,352",> 100%
,,,,,,,,
State,California,All,2015-16,4,8.6,448,"5,205",> 100%
,,,,,,,,
State,California,All,2015-16,5,8.2,440,"5,364",> 100%
,,,,,,,,
State,California,All,2015-16,6,8.6,478,"5,561",> 100%
,,,,,,,,
State,California,All,2015-16,7,9.3,519,"5,573",> 100%
,,,,,,,,
State,California,All,2015-16,8,10.6,579,"5,479",> 100%
,,,,,,,,
State,California,All,2015-16,9,10.2,565,"5,527",> 100%
,,,,,,,,
State,California,All,2015-16,10,10,526,"5,268",> 100%
,,,,,,,,
State,California,All,2015-16,11,9.4,513,"5,450",> 100%
,,,,,,,,
State,California,All,2015-16,12,8.8,461,"5,228",> 100%
,,,,,,,,
State,California,All,2015-16,13,8.3,426,"5,162",> 100%
,,,,,,,,
State,California,All,2015-16,14,8.1,421,"5,186",> 100%
,,,,,,,,
State,California,All,2015-16,15,8.1,415,"5,137",> 100%
,,,,,,,,
State,California,All,2015-16,16,7.6,375,"4,906",> 100%
,,,,,,,,
State,California,All,2015-16,17,7.4,361,"4,895",> 100%
,,,,,,,,
State,California,All,2015-16,18,8,396,"4,957",> 100%
,,,,,,,,
State,California,All,2015-16,19,7.2,344,"4,802",> 100%
,,,,,,,,
State,California,All,2015-16,20,7.6,354,"4,684",> 100%
,,,,,,,,
State,California,All,2015-16,21,7.1,337,"4,750",> 100%
,,,,,,,,
State,California,All,2015-16,22,6.6,316,"4,813",> 100%
,,,,,,,,
State,California,All,2015-16,23,7.4,339,"4,594",> 100%
,,,,,,,,
State,California,All,2015-16,24,6.4,295,"4,602",> 100%
,,,,,,,,
State,California,All,2015-16,25,5.9,284,"4,802",> 100%
,,,,,,,,
State,California,All,2015-16,26,6.9,333,"4,852",> 100%
,,,,,,,,
State,California,All,2015-16,27,6.5,298,"4,587",> 100%
,,,,,,,,
State,California,All,2015-16,28,6.6,301,"4,581",> 100%
,,,,,,,,
State,California,All,2015-16,29,7.2,342,"4,724",> 100%
,,,,,,,,
State,California,All,2015-16,30,6.6,313,"4,708",> 100%
,,,,,,,,
State,California,All,2015-16,31,6.7,317,"4,710",> 100%
,,,,,,,,
State,California,All,2015-16,32,6.5,295,"4,517",99.60%
,,,,,,,,
State,California,All,2015-16,33,6.8,312,"4,592",> 100%
,,,,,,,,
State,California,All,2015-16,34,7.3,343,"4,728",> 100%
,,,,,,,,
State,California,All,2015-16,35,6,280,"4,674",> 100%
,,,,,,,,
State,California,All,2015-16,36,6.9,323,"4,680",> 100%
,,,,,,,,
State,California,All,2015-16,37,6.8,321,"4,723",> 100%
,,,,,,,,
State,California,All,2015-16,38,6.3,303,"4,807",> 100%
,,,,,,,,
State,California,All,2015-16,39,6.2,298,"4,803",> 100%
,,,,,,,,
State,Colorado,All,2015-16,40,5.8,38,653,> 100%
,,,,,,,,
State,Colorado,All,2015-16,41,3.8,26,676,> 100%
,,,,,,,,
State,Colorado,All,2015-16,42,5.4,35,645,> 100%
,,,,,,,,
State,Colorado,All,2015-16,43,4.8,33,685,> 100%
,,,,,,,,
State,Colorado,All,2015-16,44,6.6,47,713,> 100%
,,,,,,,,
State,Colorado,All,2015-16,45,6,43,718,> 100%
,,,,,,,,
State,Colorado,All,2015-16,46,4.4,31,705,> 100%
,,,,,,,,
State,Colorado,All,2015-16,47,5.4,38,698,> 100%
,,,,,,,,
State,Colorado,All,2015-16,48,5.8,41,710,> 100%
,,,,,,,,
State,Colorado,All,2015-16,49,5.9,44,751,> 100%
,,,,,,,,
State,Colorado,All,2015-16,50,5.4,39,720,> 100%
,,,,,,,,
State,Colorado,All,2015-16,51,5.7,42,735,> 100%
,,,,,,,,
State,Colorado,All,2015-16,52,7.3,54,742,> 100%
,,,,,,,,
State,Colorado,All,2015-16,1,6.1,48,786,> 100%
,,,,,,,,
State,Colorado,All,2015-16,2,8.7,69,796,> 100%
,,,,,,,,
State,Colorado,All,2015-16,3,6.7,47,700,> 100%
,,,,,,,,
State,Colorado,All,2015-16,4,7.1,56,784,> 100%
,,,,,,,,
State,Colorado,All,2015-16,5,7.7,53,692,> 100%
,,,,,,,,
State,Colorado,All,2015-16,6,5.4,42,775,> 100%
,,,,,,,,
State,Colorado,All,2015-16,7,5.7,44,772,> 100%
,,,,,,,,
State,Colorado,All,2015-16,8,8,59,734,> 100%
,,,,,,,,
State,Colorado,All,2015-16,9,7.7,56,726,> 100%
,,,,,,,,
State,Colorado,All,2015-16,10,8.9,69,771,> 100%
,,,,,,,,
State,Colorado,All,2015-16,11,7.3,55,751,> 100%
,,,,,,,,
State,Colorado,All,2015-16,12,7.5,61,810,> 100%
,,,,,,,,
State,Colorado,All,2015-16,13,7.1,55,780,> 100%
,,,,,,,,
State,Colorado,All,2015-16,14,6.2,46,740,> 100%
,,,,,,,,
State,Colorado,All,2015-16,15,6.7,50,749,> 100%
,,,,,,,,
State,Colorado,All,2015-16,16,6.4,45,708,> 100%
,,,,,,,,
State,Colorado,All,2015-16,17,7.1,51,715,> 100%
,,,,,,,,
State,Colorado,All,2015-16,18,6.3,50,797,> 100%
,,,,,,,,
State,Colorado,All,2015-16,19,5.6,42,752,> 100%
,,,,,,,,
State,Colorado,All,2015-16,20,5.4,38,709,> 100%
,,,,,,,,
State,Colorado,All,2015-16,21,5.3,36,677,> 100%
,,,,,,,,
State,Colorado,All,2015-16,22,5.8,38,659,> 100%
,,,,,,,,
State,Colorado,All,2015-16,23,4.2,29,688,> 100%
,,,,,,,,
State,Colorado,All,2015-16,24,4.6,31,675,> 100%
,,,,,,,,
State,Colorado,All,2015-16,25,5.1,33,644,> 100%
,,,,,,,,
State,Colorado,All,2015-16,26,6.9,47,681,> 100%
,,,,,,,,
State,Colorado,All,2015-16,27,3.5,23,663,> 100%
,,,,,,,,
State,Colorado,All,2015-16,28,6.3,43,680,> 100%
,,,,,,,,
State,Colorado,All,2015-16,29,4.3,30,692,> 100%
,,,,,,,,
State,Colorado,All,2015-16,30,5.1,35,693,> 100%
,,,,,,,,
State,Colorado,All,2015-16,31,5.5,38,686,> 100%
,,,,,,,,
State,Colorado,All,2015-16,32,3.5,22,622,> 100%
,,,,,,,,
State,Colorado,All,2015-16,33,3.3,22,658,> 100%
,,,,,,,,
State,Colorado,All,2015-16,34,3.5,24,692,> 100%
,,,,,,,,
State,Colorado,All,2015-16,35,5.2,36,689,> 100%
,,,,,,,,
State,Colorado,All,2015-16,36,3.6,25,685,> 100%
,,,,,,,,
State,Colorado,All,2015-16,37,4.4,29,653,> 100%
,,,,,,,,
State,Colorado,All,2015-16,38,5.3,36,679,> 100%
,,,,,,,,
State,Colorado,All,2015-16,39,5.4,37,690,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,40,6.3,38,599,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,41,5.7,32,564,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,42,4.5,27,604,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,43,4.7,26,559,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,44,5.9,35,597,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,45,7.3,41,564,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,46,6.2,39,628,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,47,7.1,43,602,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,48,6.1,35,570,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,49,5,28,560,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,50,5.6,31,549,99.10%
,,,,,,,,
State,Connecticut,All,2015-16,51,6.5,35,539,97.30%
,,,,,,,,
State,Connecticut,All,2015-16,52,7.7,42,546,98.50%
,,,,,,,,
State,Connecticut,All,2015-16,1,7.1,45,632,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,2,8.6,52,607,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,3,6.4,39,613,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,4,9,55,609,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,5,8.1,52,643,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,6,6.4,40,622,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,7,6.1,37,606,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,8,6.6,38,580,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,9,8.2,58,706,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,10,8.8,56,635,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,11,7.7,45,583,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,12,9.1,57,625,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,13,9.9,56,564,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,14,6.6,43,647,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,15,6.7,40,598,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,16,7.4,48,651,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,17,8,45,563,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,18,7.1,41,575,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,19,6.9,40,578,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,20,6,32,529,95.50%
,,,,,,,,
State,Connecticut,All,2015-16,21,8.1,44,544,98.20%
,,,,,,,,
State,Connecticut,All,2015-16,22,3.9,22,563,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,23,5.1,28,554,100%
,,,,,,,,
State,Connecticut,All,2015-16,24,6.5,38,582,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,25,5.7,31,541,97.60%
,,,,,,,,
State,Connecticut,All,2015-16,26,4.2,23,544,98.20%
,,,,,,,,
State,Connecticut,All,2015-16,27,6.9,37,533,96.20%
,,,,,,,,
State,Connecticut,All,2015-16,28,7.5,42,563,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,29,5.8,31,535,96.50%
,,,,,,,,
State,Connecticut,All,2015-16,30,7.3,34,468,84.40%
,,,,,,,,
State,Connecticut,All,2015-16,31,6.8,38,558,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,32,7.9,40,508,91.70%
,,,,,,,,
State,Connecticut,All,2015-16,33,5.9,34,576,> 100%
,,,,,,,,
State,Connecticut,All,2015-16,34,4.9,27,549,99.10%
,,,,,,,,
State,Connecticut,All,2015-16,35,6.9,35,509,91.80%
,,,,,,,,
State,Connecticut,All,2015-16,36,5.9,32,543,98%
,,,,,,,,
State,Connecticut,All,2015-16,37,5.2,27,523,94.40%
,,,,,,,,
State,Connecticut,All,2015-16,38,3.9,20,510,92%
,,,,,,,,
State,Connecticut,All,2015-16,39,8.1,44,545,98.30%
,,,,,,,,
State,Delaware,All,2015-16,40,7.5,12,161,> 100%
,,,,,,,,
State,Delaware,All,2015-16,41,4.7,7,149,> 100%
,,,,,,,,
State,Delaware,All,2015-16,42,5.8,10,173,> 100%
,,,,,,,,
State,Delaware,All,2015-16,43,4.2,7,165,> 100%
,,,,,,,,
State,Delaware,All,2015-16,44,8.9,14,158,> 100%
,,,,,,,,
State,Delaware,All,2015-16,45,3.8,6,159,> 100%
,,,,,,,,
State,Delaware,All,2015-16,46,8.8,14,160,> 100%
,,,,,,,,
State,Delaware,All,2015-16,47,4.5,7,157,> 100%
,,,,,,,,
State,Delaware,All,2015-16,48,3.9,6,155,> 100%
,,,,,,,,
State,Delaware,All,2015-16,49,2.4,4,166,> 100%
,,,,,,,,
State,Delaware,All,2015-16,50,7.4,13,175,> 100%
,,,,,,,,
State,Delaware,All,2015-16,51,4.5,7,155,> 100%
,,,,,,,,
State,Delaware,All,2015-16,52,8.7,13,149,> 100%
,,,,,,,,
State,Delaware,All,2015-16,1,2.6,5,191,> 100%
,,,,,,,,
State,Delaware,All,2015-16,2,10.4,19,183,> 100%
,,,,,,,,
State,Delaware,All,2015-16,3,10,18,180,> 100%
,,,,,,,,
State,Delaware,All,2015-16,4,9.1,17,187,> 100%
,,,,,,,,
State,Delaware,All,2015-16,5,6.3,11,175,> 100%
,,,,,,,,
State,Delaware,All,2015-16,6,9.8,16,164,> 100%
,,,,,,,,
State,Delaware,All,2015-16,7,4.9,9,184,> 100%
,,,,,,,,
State,Delaware,All,2015-16,8,9.3,15,162,> 100%
,,,,,,,,
State,Delaware,All,2015-16,9,4.4,7,158,> 100%
,,,,,,,,
State,Delaware,All,2015-16,10,4.4,8,180,> 100%
,,,,,,,,
State,Delaware,All,2015-16,11,4.1,8,195,> 100%
,,,,,,,,
State,Delaware,All,2015-16,12,8,14,175,> 100%
,,,,,,,,
State,Delaware,All,2015-16,13,2.7,5,187,> 100%
,,,,,,,,
State,Delaware,All,2015-16,14,7.5,12,159,> 100%
,,,,,,,,
State,Delaware,All,2015-16,15,5,8,161,> 100%
,,,,,,,,
State,Delaware,All,2015-16,16,3.8,7,185,> 100%
,,,,,,,,
State,Delaware,All,2015-16,17,6.2,9,146,98.90%
,,,,,,,,
State,Delaware,All,2015-16,18,4,6,151,> 100%
,,,,,,,,
State,Delaware,All,2015-16,19,4.6,8,174,> 100%
,,,,,,,,
State,Delaware,All,2015-16,20,8.8,13,148,> 100%
,,,,,,,,
State,Delaware,All,2015-16,21,9.2,16,174,> 100%
,,,,,,,,
State,Delaware,All,2015-16,22,5.9,10,170,> 100%
,,,,,,,,
State,Delaware,All,2015-16,23,3.5,6,170,> 100%
,,,,,,,,
State,Delaware,All,2015-16,24,5.9,10,169,> 100%
,,,,,,,,
State,Delaware,All,2015-16,25,4.9,7,143,96.80%
,,,,,,,,
State,Delaware,All,2015-16,26,1.9,3,161,> 100%
,,,,,,,,
State,Delaware,All,2015-16,27,5.6,9,160,> 100%
,,,,,,,,
State,Delaware,All,2015-16,28,8.6,13,152,> 100%
,,,,,,,,
State,Delaware,All,2015-16,29,5.8,9,156,> 100%
,,,,,,,,
State,Delaware,All,2015-16,30,7,10,143,96.80%
,,,,,,,,
State,Delaware,All,2015-16,31,6.8,10,146,98.90%
,,,,,,,,
State,Delaware,All,2015-16,32,3.6,7,194,> 100%
,,,,,,,,
State,Delaware,All,2015-16,33,7.2,13,180,> 100%
,,,,,,,,
State,Delaware,All,2015-16,34,5.3,8,152,> 100%
,,,,,,,,
State,Delaware,All,2015-16,35,10.6,17,161,> 100%
,,,,,,,,
State,Delaware,All,2015-16,36,4.5,8,178,> 100%
,,,,,,,,
State,Delaware,All,2015-16,37,9.4,15,159,> 100%
,,,,,,,,
State,Delaware,All,2015-16,38,5.6,10,179,> 100%
,,,,,,,,
State,Delaware,All,2015-16,39,4.2,7,168,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,40,6.1,5,82,91.80%
,,,,,,,,
State,District of Columbia,All,2015-16,41,8.4,8,95,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,42,4.4,5,113,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,43,3.6,3,83,92.90%
,,,,,,,,
State,District of Columbia,All,2015-16,44,7.1,7,98,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,45,9.6,8,83,92.90%
,,,,,,,,
State,District of Columbia,All,2015-16,46,8.1,7,86,96.30%
,,,,,,,,
State,District of Columbia,All,2015-16,47,11.3,12,106,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,48,4.3,4,92,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,49,9.7,9,93,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,50,4.4,4,90,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,51,4.2,4,95,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,52,8,7,87,97.40%
,,,,,,,,
State,District of Columbia,All,2015-16,1,5.2,5,96,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,2,8.7,9,104,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,3,3.2,3,95,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,4,9.4,10,106,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,5,5.6,5,90,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,6,11,11,100,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,7,5.5,6,109,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,8,4.6,4,87,97.40%
,,,,,,,,
State,District of Columbia,All,2015-16,9,5.9,6,101,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,10,7,8,114,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,11,4.8,4,84,94.10%
,,,,,,,,
State,District of Columbia,All,2015-16,12,11.6,11,95,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,13,7.9,8,101,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,14,8.2,9,110,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,15,4.4,4,90,> 100%
,,,,,,,,
State,District of Columbia,All,2015-16,16,4.3,4,94,> 100%
,,,,,,,,
