,STATENAME,ACTIVITY LEVEL,WEEK,SEASON
79,Alaska,7,11,2015
80,Alaska,4,10,2015
81,Alaska,1,9,2015
82,Alaska,1,8,2015
83,Alaska,1,7,2015
84,Alaska,1,6,2015
85,Alaska,1,5,2015
86,Alaska,1,4,2015
87,Alaska,1,3,2015
88,Alaska,1,2,2015
89,Alaska,1,1,2015
90,Alaska,1,52,2015
91,Alaska,1,51,2015
92,Alaska,1,50,2015
93,Alaska,1,49,2015
94,Alaska,1,48,2015
95,Alaska,1,47,2015
96,Alaska,1,46,2015
97,Alaska,1,45,2015
98,Alaska,1,44,2015
99,Alaska,1,43,2015
100,Alaska,1,42,2015
101,Alaska,1,41,2015
102,Alaska,1,40,2015
103,Arizona,1,40,2015
104,Arizona,2,41,2015
105,Arizona,2,42,2015
106,Arizona,3,43,2015
107,Arizona,3,44,2015
108,Arizona,3,45,2015
109,Arizona,3,46,2015
110,Arizona,3,47,2015
111,Arizona,4,48,2015
112,Arizona,4,49,2015
113,Arizona,4,50,2015
114,Arizona,6,51,2015
115,Arizona,5,52,2015
116,Arizona,5,1,2015
117,Arizona,5,2,2015
118,Arizona,6,3,2015
119,Arizona,7,4,2015
120,Arizona,9,5,2015
121,Arizona,10,6,2015
122,Arizona,10,7,2015
123,Arizona,10,8,2015
124,Arizona,10,9,2015
125,Arizona,10,10,2015
126,Arizona,8,11,2015
127,Arizona,6,12,2015
128,Arizona,6,13,2015
129,Arizona,5,14,2015
130,Arizona,6,15,2015
131,Arizona,5,16,2015
132,Arizona,4,17,2015
133,Arizona,3,18,2015
134,Arizona,3,19,2015
135,Arizona,3,20,2015
136,Arizona,2,21,2015
137,Arizona,2,22,2015
138,Arizona,2,23,2015
139,Arizona,2,24,2015
140,Arizona,1,25,2015
141,Arizona,1,26,2015
142,Arizona,1,27,2015
143,Arizona,1,28,2015
144,Arizona,1,29,2015
145,Arizona,1,30,2015
146,Arizona,1,31,2015
147,Arizona,1,32,2015
148,Arizona,1,33,2015
149,Arizona,1,34,2015
150,Arizona,1,35,2015
151,Arizona,1,36,2015
152,Arizona,1,37,2015
153,Arizona,1,38,2015
154,Arizona,1,39,2015
155,Arkansas,1,39,2015
156,Arkansas,1,38,2015
157,Arkansas,2,37,2015
158,Arkansas,1,36,2015
159,Arkansas,1,35,2015
160,Arkansas,1,34,2015
161,Arkansas,1,33,2015
162,Arkansas,1,32,2015
163,Arkansas,1,31,2015
164,Arkansas,1,30,2015
165,Arkansas,1,29,2015
166,Arkansas,1,28,2015
167,Arkansas,1,27,2015
168,Arkansas,1,26,2015
169,Arkansas,1,25,2015
170,Arkansas,1,24,2015
171,Arkansas,1,23,2015
172,Arkansas,1,22,2015
173,Arkansas,1,21,2015
174,Arkansas,1,20,2015
175,Arkansas,2,19,2015
176,Arkansas,5,18,2015
177,Arkansas,2,17,2015
178,Arkansas,7,16,2015
179,Arkansas,7,15,2015
180,Arkansas,5,14,2015
181,Arkansas,6,13,2015
182,Arkansas,5,12,2015
183,Arkansas,9,11,2015
184,Arkansas,10,10,2015
185,Arkansas,10,9,2015
186,Arkansas,5,8,2015
187,Arkansas,4,7,2015
188,Arkansas,3,6,2015
189,Arkansas,2,5,2015
190,Arkansas,2,4,2015
191,Arkansas,1,3,2015
192,Arkansas,1,2,2015
193,Arkansas,1,1,2015
194,Arkansas,1,52,2015
195,Arkansas,1,51,2015
196,Arkansas,1,50,2015
197,Arkansas,1,49,2015
198,Arkansas,1,48,2015
199,Arkansas,1,47,2015
200,Arkansas,1,46,2015
201,Arkansas,1,45,2015
202,Arkansas,1,44,2015
203,Arkansas,1,43,2015
204,Arkansas,1,42,2015
205,Arkansas,1,41,2015
206,Arkansas,1,40,2015
207,California,1,40,2015
208,California,1,41,2015
209,California,1,42,2015
210,California,1,43,2015
211,California,1,44,2015
212,California,1,45,2015
213,California,1,46,2015
214,California,1,47,2015
215,California,1,48,2015
216,California,1,49,2015
217,California,1,50,2015
218,California,1,51,2015
219,California,3,52,2015
220,California,1,1,2015
221,California,1,2,2015
222,California,2,3,2015
223,California,2,4,2015
224,California,4,5,2015
225,California,6,6,2015
226,California,7,7,2015
227,California,5,8,2015
228,California,5,9,2015
229,California,6,10,2015
230,California,4,11,2015
231,California,3,12,2015
232,California,2,13,2015
233,California,1,14,2015
234,California,1,15,2015
235,California,1,16,2015
236,California,1,17,2015
237,California,1,18,2015
238,California,1,19,2015
239,California,1,20,2015
240,California,1,21,2015
241,California,1,22,2015
242,California,1,23,2015
243,California,1,24,2015
244,California,1,25,2015
245,California,1,26,2015
246,California,1,27,2015
247,California,1,28,2015
248,California,1,29,2015
249,California,1,30,2015
250,California,1,31,2015
251,California,1,32,2015
252,California,1,33,2015
253,California,1,34,2015
254,California,1,35,2015
255,California,1,36,2015
256,California,1,37,2015
257,California,1,38,2015
258,California,1,39,2015
259,Colorado,2,39,2015
260,Colorado,2,38,2015
261,Colorado,3,37,2015
262,Colorado,2,36,2015
263,Colorado,4,35,2015
264,Colorado,1,34,2015
265,Colorado,1,33,2015
266,Colorado,1,32,2015
267,Colorado,1,31,2015
268,Colorado,1,30,2015
269,Colorado,1,29,2015
270,Colorado,1,28,2015
271,Colorado,1,27,2015
272,Colorado,1,26,2015
273,Colorado,1,25,2015
274,Colorado,1,24,2015
275,Colorado,1,23,2015
276,Colorado,1,22,2015
277,Colorado,1,21,2015
278,Colorado,1,20,2015
279,Colorado,2,19,2015
280,Colorado,2,18,2015
281,Colorado,2,17,2015
282,Colorado,3,16,2015
283,Colorado,3,15,2015
284,Colorado,3,14,2015
285,Colorado,4,13,2015
286,Colorado,5,12,2015
287,Colorado,4,11,2015
288,Colorado,5,10,2015
289,Colorado,5,9,2015
290,Colorado,4,8,2015
291,Colorado,4,7,2015
292,Colorado,3,6,2015
293,Colorado,3,5,2015
294,Colorado,2,4,2015
295,Colorado,3,3,2015
296,Colorado,3,2,2015
297,Colorado,3,1,2015
298,Colorado,4,52,2015
299,Colorado,2,51,2015
300,Colorado,2,50,2015
301,Colorado,2,49,2015
302,Colorado,1,48,2015
303,Colorado,2,47,2015
304,Colorado,2,46,2015
305,Colorado,1,45,2015
306,Colorado,1,44,2015
307,Colorado,2,43,2015
308,Colorado,2,42,2015
309,Colorado,2,41,2015
310,Colorado,1,40,2015
311,Connecticut,1,40,2015
312,Connecticut,1,41,2015
313,Connecticut,1,42,2015
314,Connecticut,1,43,2015
315,Connecticut,1,44,2015
316,Connecticut,1,45,2015
317,Connecticut,1,46,2015
318,Connecticut,1,47,2015
319,Connecticut,1,48,2015
320,Connecticut,1,49,2015
321,Connecticut,2,50,2015
322,Connecticut,1,51,2015
323,Connecticut,2,52,2015
324,Connecticut,4,1,2015
325,Connecticut,4,2,2015
326,Connecticut,4,3,2015
327,Connecticut,6,4,2015
328,Connecticut,6,5,2015
329,Connecticut,8,6,2015
330,Connecticut,7,7,2015
331,Connecticut,8,8,2015
332,Connecticut,7,9,2015
333,Connecticut,7,10,2015
334,Connecticut,4,11,2015
335,Connecticut,4,12,2015
336,Connecticut,5,13,2015
337,Connecticut,4,14,2015
338,Connecticut,4,15,2015
339,Connecticut,4,16,2015
340,Connecticut,2,17,2015
341,Connecticut,3,18,2015
342,Connecticut,1,19,2015
343,Connecticut,1,20,2015
344,Connecticut,1,21,2015
345,Connecticut,1,22,2015
346,Connecticut,1,23,2015
347,Connecticut,1,24,2015
348,Connecticut,1,25,2015
349,Connecticut,1,26,2015
350,Connecticut,1,27,2015
351,Connecticut,1,28,2015
352,Connecticut,1,29,2015
353,Connecticut,1,30,2015
354,Connecticut,1,31,2015
355,Connecticut,1,32,2015
356,Connecticut,1,33,2015
357,Connecticut,1,34,2015
358,Connecticut,1,35,2015
359,Connecticut,1,36,2015
360,Connecticut,1,37,2015
361,Connecticut,1,38,2015
362,Connecticut,1,39,2015
363,Delaware,1,39,2015
364,Delaware,1,38,2015
365,Delaware,1,37,2015
366,Delaware,1,36,2015
367,Delaware,1,35,2015
368,Delaware,1,34,2015
369,Delaware,1,33,2015
370,Delaware,1,32,2015
371,Delaware,1,31,2015
372,Delaware,1,30,2015
373,Delaware,1,29,2015
374,Delaware,1,28,2015
375,Delaware,1,27,2015
376,Delaware,1,26,2015
377,Delaware,1,25,2015
378,Delaware,1,24,2015
379,Delaware,1,23,2015
380,Delaware,1,22,2015
381,Delaware,1,21,2015
382,Delaware,1,20,2015
383,Delaware,1,19,2015
384,Delaware,1,18,2015
385,Delaware,1,17,2015
386,Delaware,1,16,2015
387,Delaware,1,15,2015
388,Delaware,1,14,2015
389,Delaware,1,13,2015
390,Delaware,1,12,2015
391,Delaware,1,11,2015
392,Delaware,2,10,2015
393,Delaware,1,9,2015
394,Delaware,1,8,2015
395,Delaware,1,7,2015
396,Delaware,1,6,2015
397,Delaware,1,5,2015
398,Delaware,1,4,2015
399,Delaware,1,3,2015
400,Delaware,1,2,2015
401,Delaware,1,1,2015
402,Delaware,1,52,2015
403,Delaware,1,51,2015
404,Delaware,1,50,2015
405,Delaware,1,49,2015
406,Delaware,1,48,2015
407,Delaware,1,47,2015
408,Delaware,1,46,2015
409,Delaware,1,45,2015
410,Delaware,1,44,2015
411,Delaware,1,43,2015
412,Delaware,1,42,2015
413,Delaware,1,41,2015
414,Delaware,1,40,2015
415,District of Columbia,0,41,2015
416,District of Columbia,0,42,2015
417,District of Columbia,0,43,2015
418,District of Columbia,0,44,2015
419,District of Columbia,0,45,2015
420,District of Columbia,0,46,2015
421,District of Columbia,0,47,2015
422,District of Columbia,0,48,2015
423,District of Columbia,0,49,2015
424,District of Columbia,0,50,2015
425,District of Columbia,0,51,2015
426,District of Columbia,0,52,2015
427,District of Columbia,0,1,2015
428,District of Columbia,0,2,2015
429,District of Columbia,0,3,2015
430,District of Columbia,0,4,2015
431,District of Columbia,0,5,2015
432,District of Columbia,0,6,2015
433,District of Columbia,0,7,2015
434,District of Columbia,0,8,2015
435,District of Columbia,0,9,2015
436,District of Columbia,0,10,2015
437,District of Columbia,0,11,2015
438,District of Columbia,0,12,2015
439,District of Columbia,0,13,2015
440,District of Columbia,0,14,2015
441,District of Columbia,0,15,2015
442,District of Columbia,0,16,2015
443,District of Columbia,0,17,2015
444,District of Columbia,0,18,2015
445,District of Columbia,0,19,2015
446,District of Columbia,0,20,2015
447,District of Columbia,0,21,2015
448,District of Columbia,0,22,2015
449,District of Columbia,0,23,2015
450,District of Columbia,0,24,2015
451,District of Columbia,0,25,2015
452,District of Columbia,0,26,2015
453,District of Columbia,0,27,2015
454,District of Columbia,0,28,2015
455,District of Columbia,0,29,2015
456,District of Columbia,0,30,2015
457,District of Columbia,0,31,2015
458,District of Columbia,0,32,2015
459,District of Columbia,0,33,2015
460,District of Columbia,0,34,2015
461,District of Columbia,0,35,2015
462,District of Columbia,0,36,2015
463,District of Columbia,0,37,2015
464,District of Columbia,0,38,2015
465,District of Columbia,0,39,2015
466,Florida,1,39,2015
467,Florida,1,38,2015
468,Florida,1,37,2015
469,Florida,1,36,2015
470,Florida,1,35,2015
471,Florida,1,34,2015
472,Florida,1,33,2015
473,Florida,1,32,2015
474,Florida,1,31,2015
475,Florida,1,30,2015
476,Florida,1,29,2015
477,Florida,1,28,2015
478,Florida,1,27,2015
479,Florida,1,26,2015
480,Florida,1,25,2015
481,Florida,0,24,2015
482,Florida,0,23,2015
483,Florida,1,22,2015
484,Florida,1,21,2015
485,Florida,1,20,2015
486,Florida,1,19,2015
487,Florida,1,18,2015
488,Florida,1,17,2015
489,Florida,2,16,2015
490,Florida,1,15,2015
491,Florida,2,14,2015
492,Florida,3,13,2015
493,Florida,3,12,2015
494,Florida,4,11,2015
495,Florida,6,10,2015
496,Florida,5,9,2015
497,Florida,7,8,2015
498,Florida,7,7,2015
499,Florida,5,6,2015
500,Florida,4,5,2015
501,Florida,4,4,2015
502,Florida,2,3,2015
503,Florida,1,2,2015
504,Florida,1,1,2015
505,Florida,1,52,2015
506,Florida,1,51,2015
507,Florida,1,50,2015
508,Florida,1,49,2015
509,Florida,1,48,2015
510,Florida,1,47,2015
511,Florida,1,46,2015
512,Florida,1,45,2015
513,Florida,1,44,2015
514,Florida,1,43,2015
515,Florida,1,42,2015
516,Florida,1,41,2015
517,Florida,1,40,2015
518,Georgia,3,40,2015
519,Georgia,2,41,2015
520,Georgia,2,42,2015
521,Georgia,1,43,2015
522,Georgia,2,44,2015
523,Georgia,2,45,2015
524,Georgia,2,46,2015
525,Georgia,3,47,2015
526,Georgia,2,48,2015
527,Georgia,2,49,2015
528,Georgia,4,50,2015
529,Georgia,6,51,2015
530,Georgia,4,52,2015
531,Georgia,3,1,2015
532,Georgia,3,2,2015
533,Georgia,3,3,2015
534,Georgia,3,4,2015
535,Georgia,3,5,2015
536,Georgia,3,6,2015
537,Georgia,5,7,2015
538,Georgia,6,8,2015
539,Georgia,6,9,2015
540,Georgia,8,10,2015
541,Georgia,5,11,2015
542,Georgia,7,12,2015
543,Georgia,6,13,2015
544,Georgia,5,14,2015
545,Georgia,4,15,2015
546,Georgia,4,16,2015
547,Georgia,3,17,2015
548,Georgia,3,18,2015
549,Georgia,3,19,2015
550,Georgia,4,20,2015
551,Georgia,4,21,2015
552,Georgia,3,22,2015
553,Georgia,2,23,2015
554,Georgia,1,24,2015
555,Georgia,1,25,2015
556,Georgia,1,26,2015
557,Georgia,1,27,2015
558,Georgia,1,28,2015
559,Georgia,1,29,2015
560,Georgia,1,30,2015
561,Georgia,1,31,2015
562,Georgia,2,32,2015
563,Georgia,3,33,2015
564,Georgia,4,34,2015
565,Georgia,4,35,2015
566,Georgia,3,36,2015
567,Georgia,3,37,2015
568,Georgia,3,38,2015
569,Georgia,3,39,2015
570,Hawaii,1,39,2015
571,Hawaii,1,38,2015
572,Hawaii,1,37,2015
573,Hawaii,1,36,2015
574,Hawaii,1,35,2015
575,Hawaii,1,34,2015
576,Hawaii,1,33,2015
577,Hawaii,1,32,2015
578,Hawaii,1,31,2015
579,Hawaii,1,30,2015
580,Hawaii,1,29,2015
581,Hawaii,1,28,2015
582,Hawaii,1,27,2015
583,Hawaii,1,26,2015
584,Hawaii,1,25,2015
585,Hawaii,1,24,2015
586,Hawaii,1,23,2015
587,Hawaii,1,22,2015
588,Hawaii,1,21,2015
589,Hawaii,1,20,2015
590,Hawaii,1,19,2015
591,Hawaii,1,18,2015
592,Hawaii,1,17,2015
593,Hawaii,2,16,2015
594,Hawaii,3,15,2015
595,Hawaii,7,14,2015
596,Hawaii,6,13,2015
597,Hawaii,7,12,2015
598,Hawaii,9,11,2015
599,Hawaii,9,10,2015
600,Hawaii,7,9,2015
601,Hawaii,8,8,2015
602,Hawaii,5,7,2015
603,Hawaii,6,6,2015
604,Hawaii,2,5,2015
605,Hawaii,3,4,2015
606,Hawaii,1,3,2015
607,Hawaii,1,2,2015
608,Hawaii,1,1,2015
609,Hawaii,1,52,2015
610,Hawaii,1,51,2015
611,Hawaii,1,50,2015
612,Hawaii,1,49,2015
613,Hawaii,1,48,2015
614,Hawaii,1,47,2015
615,Hawaii,1,46,2015
616,Hawaii,1,45,2015
617,Hawaii,1,44,2015
618,Hawaii,1,43,2015
619,Hawaii,1,42,2015
620,Hawaii,1,41,2015
621,Hawaii,1,40,2015
622,Idaho,1,40,2015
623,Idaho,1,41,2015
624,Idaho,1,42,2015
625,Idaho,1,43,2015
626,Idaho,1,44,2015
627,Idaho,1,45,2015
628,Idaho,1,46,2015
629,Idaho,1,47,2015
630,Idaho,1,48,2015
631,Idaho,1,49,2015
632,Idaho,1,50,2015
633,Idaho,1,51,2015
634,Idaho,1,52,2015
635,Idaho,2,1,2015
636,Idaho,1,2,2015
637,Idaho,1,3,2015
638,Idaho,3,4,2015
639,Idaho,4,5,2015
640,Idaho,2,6,2015
641,Idaho,4,7,2015
642,Idaho,2,8,2015
643,Idaho,3,9,2015
644,Idaho,4,10,2015
645,Idaho,5,11,2015
646,Idaho,2,12,2015
647,Idaho,2,13,2015
648,Idaho,2,14,2015
649,Idaho,1,15,2015
650,Idaho,1,16,2015
651,Idaho,1,17,2015
652,Idaho,2,18,2015
653,Idaho,1,19,2015
654,Idaho,1,20,2015
655,Idaho,1,21,2015
656,Idaho,0,22,2015
657,Idaho,0,23,2015
658,Idaho,1,24,2015
659,Idaho,0,25,2015
660,Idaho,0,26,2015
661,Idaho,0,27,2015
662,Idaho,0,28,2015
663,Idaho,0,29,2015
664,Idaho,0,30,2015
665,Idaho,0,31,2015
666,Idaho,0,32,2015
667,Idaho,0,33,2015
668,Idaho,0,34,2015
669,Idaho,0,35,2015
670,Idaho,0,36,2015
671,Idaho,0,37,2015
672,Idaho,1,38,2015
673,Idaho,1,39,2015
674,Illinois,1,39,2015
675,Illinois,1,38,2015
676,Illinois,1,37,2015
677,Illinois,1,36,2015
678,Illinois,1,35,2015
679,Illinois,1,34,2015
680,Illinois,1,33,2015
681,Illinois,1,32,2015
682,Illinois,1,31,2015
683,Illinois,1,30,2015
684,Illinois,1,29,2015
685,Illinois,1,28,2015
686,Illinois,1,27,2015
687,Illinois,1,26,2015
688,Illinois,1,25,2015
689,Illinois,1,24,2015
690,Illinois,1,23,2015
691,Illinois,1,22,2015
692,Illinois,1,21,2015
693,Illinois,1,20,2015
694,Illinois,1,19,2015
695,Illinois,1,18,2015
696,Illinois,1,17,2015
697,Illinois,2,16,2015
698,Illinois,2,15,2015
699,Illinois,3,14,2015
700,Illinois,4,13,2015
701,Illinois,5,12,2015
702,Illinois,6,11,2015
703,Illinois,8,10,2015
704,Illinois,9,9,2015
705,Illinois,8,8,2015
706,Illinois,6,7,2015
707,Illinois,6,6,2015
708,Illinois,5,5,2015
709,Illinois,4,4,2015
710,Illinois,4,3,2015
711,Illinois,4,2,2015
712,Illinois,3,1,2015
713,Illinois,4,52,2015
714,Illinois,4,51,2015
715,Illinois,3,50,2015
716,Illinois,3,49,2015
717,Illinois,3,48,2015
718,Illinois,2,47,2015
719,Illinois,2,46,2015
720,Illinois,2,45,2015
721,Illinois,2,44,2015
722,Illinois,1,43,2015
723,Illinois,2,42,2015
724,Illinois,2,41,2015
725,Illinois,1,40,2015
726,Indiana,1,40,2015
727,Indiana,1,41,2015
728,Indiana,1,42,2015
729,Indiana,1,43,2015
730,Indiana,1,44,2015
731,Indiana,1,45,2015
732,Indiana,1,46,2015
733,Indiana,1,47,2015
734,Indiana,1,48,2015
735,Indiana,1,49,2015
736,Indiana,1,50,2015
737,Indiana,2,51,2015
738,Indiana,3,52,2015
739,Indiana,1,1,2015
740,Indiana,1,2,2015
741,Indiana,1,3,2015
742,Indiana,1,4,2015
743,Indiana,1,5,2015
744,Indiana,1,6,2015
745,Indiana,2,7,2015
746,Indiana,4,8,2015
747,Indiana,7,9,2015
748,Indiana,10,10,2015
749,Indiana,5,11,2015
750,Indiana,3,12,2015
751,Indiana,2,13,2015
752,Indiana,1,14,2015
753,Indiana,1,15,2015
754,Indiana,1,16,2015
755,Indiana,1,17,2015
756,Indiana,1,18,2015
757,Indiana,1,19,2015
758,Indiana,1,20,2015
759,Indiana,1,21,2015
760,Indiana,1,22,2015
761,Indiana,1,23,2015
762,Indiana,1,24,2015
763,Indiana,1,25,2015
764,Indiana,1,26,2015
765,Indiana,1,27,2015
766,Indiana,1,28,2015
767,Indiana,1,29,2015
768,Indiana,1,30,2015
769,Indiana,1,31,2015
770,Indiana,1,32,2015
771,Indiana,1,33,2015
772,Indiana,1,34,2015
773,Indiana,1,35,2015
774,Indiana,1,36,2015
775,Indiana,1,37,2015
776,Indiana,1,38,2015
777,Indiana,1,39,2015
778,Iowa,1,39,2015
779,Iowa,1,38,2015
780,Iowa,1,37,2015
781,Iowa,1,36,2015
782,Iowa,1,35,2015
783,Iowa,1,34,2015
784,Iowa,1,33,2015
785,Iowa,1,32,2015
786,Iowa,1,31,2015
787,Iowa,1,30,2015
788,Iowa,1,29,2015
789,Iowa,1,28,2015
790,Iowa,1,27,2015
791,Iowa,1,26,2015
792,Iowa,1,25,2015
793,Iowa,1,24,2015
794,Iowa,1,23,2015
795,Iowa,1,22,2015
796,Iowa,1,21,2015
797,Iowa,1,20,2015
798,Iowa,1,19,2015
799,Iowa,1,18,2015
800,Iowa,1,17,2015
801,Iowa,1,16,2015
802,Iowa,1,15,2015
803,Iowa,1,14,2015
804,Iowa,2,13,2015
805,Iowa,1,12,2015
806,Iowa,1,11,2015
807,Iowa,2,10,2015
808,Iowa,3,9,2015
809,Iowa,2,8,2015
810,Iowa,2,7,2015
811,Iowa,1,6,2015
812,Iowa,1,5,2015
813,Iowa,1,4,2015
814,Iowa,1,3,2015
815,Iowa,1,2,2015
816,Iowa,1,1,2015
817,Iowa,1,52,2015
818,Iowa,1,51,2015
819,Iowa,1,50,2015
820,Iowa,1,49,2015
821,Iowa,1,48,2015
822,Iowa,1,47,2015
823,Iowa,1,46,2015
824,Iowa,1,45,2015
825,Iowa,1,44,2015
826,Iowa,1,43,2015
827,Iowa,1,42,2015
828,Iowa,1,41,2015
829,Iowa,1,40,2015
830,Kansas,1,40,2015
831,Kansas,1,41,2015
832,Kansas,1,42,2015
833,Kansas,1,43,2015
834,Kansas,1,44,2015
835,Kansas,1,45,2015
836,Kansas,1,46,2015
837,Kansas,1,47,2015
838,Kansas,1,48,2015
839,Kansas,1,49,2015
840,Kansas,1,50,2015
841,Kansas,1,51,2015
842,Kansas,1,52,2015
843,Kansas,1,1,2015
844,Kansas,1,2,2015
845,Kansas,1,3,2015
846,Kansas,1,4,2015
847,Kansas,2,5,2015
848,Kansas,2,6,2015
849,Kansas,4,7,2015
850,Kansas,4,8,2015
851,Kansas,6,9,2015
852,Kansas,7,10,2015
853,Kansas,4,11,2015
854,Kansas,3,12,2015
855,Kansas,3,13,2015
856,Kansas,4,14,2015
857,Kansas,3,15,2015
858,Kansas,1,16,2015
859,Kansas,1,17,2015
860,Kansas,1,18,2015
861,Kansas,1,19,2015
862,Kansas,1,20,2015
863,Kansas,1,21,2015
864,Kansas,1,22,2015
865,Kansas,1,23,2015
866,Kansas,1,24,2015
867,Kansas,1,25,2015
868,Kansas,1,26,2015
869,Kansas,1,27,2015
870,Kansas,1,28,2015
871,Kansas,1,29,2015
872,Kansas,1,30,2015
873,Kansas,1,31,2015
874,Kansas,1,32,2015
875,Kansas,1,33,2015
876,Kansas,1,34,2015
877,Kansas,1,35,2015
878,Kansas,1,36,2015
879,Kansas,1,37,2015
880,Kansas,1,38,2015
881,Kansas,1,39,2015
882,Kentucky,4,39,2015
883,Kentucky,1,38,2015
884,Kentucky,1,37,2015
885,Kentucky,1,36,2015
886,Kentucky,1,35,2015
887,Kentucky,1,34,2015
888,Kentucky,1,33,2015
889,Kentucky,1,32,2015
890,Kentucky,1,31,2015
891,Kentucky,1,30,2015
892,Kentucky,1,29,2015
893,Kentucky,1,28,2015
894,Kentucky,1,27,2015
895,Kentucky,1,26,2015
896,Kentucky,1,25,2015
897,Kentucky,1,24,2015
898,Kentucky,1,23,2015
899,Kentucky,1,22,2015
900,Kentucky,1,21,2015
901,Kentucky,1,20,2015
902,Kentucky,1,19,2015
903,Kentucky,1,18,2015
904,Kentucky,1,17,2015
905,Kentucky,2,16,2015
906,Kentucky,3,15,2015
907,Kentucky,3,14,2015
908,Kentucky,4,13,2015
909,Kentucky,4,12,2015
910,Kentucky,6,11,2015
911,Kentucky,7,10,2015
912,Kentucky,5,9,2015
913,Kentucky,5,8,2015
914,Kentucky,3,7,2015
915,Kentucky,2,6,2015
916,Kentucky,1,5,2015
917,Kentucky,1,4,2015
918,Kentucky,1,3,2015
919,Kentucky,1,2,2015
920,Kentucky,1,1,2015
921,Kentucky,1,52,2015
922,Kentucky,1,51,2015
923,Kentucky,1,50,2015
924,Kentucky,1,49,2015
925,Kentucky,1,48,2015
926,Kentucky,1,47,2015
927,Kentucky,1,46,2015
928,Kentucky,1,45,2015
929,Kentucky,1,44,2015
930,Kentucky,1,43,2015
931,Kentucky,1,42,2015
932,Kentucky,1,41,2015
933,Kentucky,1,40,2015
934,Louisiana,1,40,2015
935,Louisiana,1,41,2015
936,Louisiana,2,42,2015
937,Louisiana,1,43,2015
938,Louisiana,1,44,2015
939,Louisiana,2,45,2015
940,Louisiana,2,46,2015
941,Louisiana,3,47,2015
942,Louisiana,2,48,2015
943,Louisiana,2,49,2015
944,Louisiana,2,50,2015
945,Louisiana,4,51,2015
946,Louisiana,3,52,2015
947,Louisiana,2,1,2015
948,Louisiana,3,2,2015
949,Louisiana,3,3,2015
950,Louisiana,3,4,2015
951,Louisiana,3,5,2015
952,Louisiana,4,6,2015
953,Louisiana,4,7,2015
954,Louisiana,5,8,2015
955,Louisiana,6,9,2015
956,Louisiana,6,10,2015
957,Louisiana,4,11,2015
958,Louisiana,4,12,2015
959,Louisiana,3,13,2015
960,Louisiana,2,14,2015
961,Louisiana,2,15,2015
962,Louisiana,2,16,2015
963,Louisiana,1,17,2015
964,Louisiana,1,18,2015
965,Louisiana,1,19,2015
966,Louisiana,1,20,2015
967,Louisiana,1,21,2015
968,Louisiana,1,22,2015
969,Louisiana,1,23,2015
970,Louisiana,1,24,2015
971,Louisiana,1,25,2015
972,Louisiana,1,26,2015
973,Louisiana,1,27,2015
974,Louisiana,1,28,2015
975,Louisiana,1,29,2015
976,Louisiana,1,30,2015
977,Louisiana,1,31,2015
978,Louisiana,1,32,2015
979,Louisiana,1,33,2015
980,Louisiana,1,34,2015
981,Louisiana,1,35,2015
982,Louisiana,1,36,2015
983,Louisiana,1,37,2015
