AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA AND PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,Washington,All,2012-13,14,8.7,93,"1,070",> 100%
State,Washington,All,2012-13,15,9.6,93,970,> 100%
State,Washington,All,2012-13,16,9.5,90,947,> 100%
State,Washington,All,2012-13,17,7.1,67,943,> 100%
State,Washington,All,2012-13,18,6.6,65,989,> 100%
State,Washington,All,2012-13,19,7.3,66,903,96.50%
State,Washington,All,2012-13,20,7.1,65,915,97.80%
State,Washington,All,2012-13,21,7.9,75,949,> 100%
State,Washington,All,2012-13,22,7.2,65,909,97.20%
State,Washington,All,2012-13,23,9.2,87,942,> 100%
State,Washington,All,2012-13,24,6.2,56,910,97.30%
State,Washington,All,2012-13,25,6.2,58,934,99.80%
State,Washington,All,2012-13,26,6.7,61,905,96.70%
State,Washington,All,2012-13,27,6.2,58,938,> 100%
State,Washington,All,2012-13,28,6.8,60,880,94.10%
State,Washington,All,2012-13,29,7.2,66,923,98.70%
State,Washington,All,2012-13,30,6.2,56,909,97.20%
State,Washington,All,2012-13,31,5.8,56,960,> 100%
State,Washington,All,2012-13,32,6.4,59,925,98.90%
State,Washington,All,2012-13,33,6.2,56,903,96.50%
State,Washington,All,2012-13,34,5.5,48,869,92.90%
State,Washington,All,2012-13,35,6.1,53,867,92.70%
State,Washington,All,2012-13,36,5.2,50,958,> 100%
State,Washington,All,2012-13,37,6.4,56,877,93.80%
State,Washington,All,2012-13,38,5.8,52,901,96.30%
State,Washington,All,2012-13,39,4.4,40,919,98.20%
State,West Virginia,All,2012-13,40,7.1,28,396,96.10%
State,West Virginia,All,2012-13,41,8.8,36,410,99.50%
State,West Virginia,All,2012-13,42,10.7,48,450,> 100%
State,West Virginia,All,2012-13,43,8.5,36,424,> 100%
State,West Virginia,All,2012-13,44,7.3,30,412,99.90%
State,West Virginia,All,2012-13,45,9.3,37,396,96.10%
State,West Virginia,All,2012-13,46,6.8,30,442,> 100%
State,West Virginia,All,2012-13,47,8.5,35,411,99.70%
State,West Virginia,All,2012-13,48,7.1,32,450,> 100%
State,West Virginia,All,2012-13,49,9.7,42,434,> 100%
State,West Virginia,All,2012-13,50,7.8,32,408,99%
State,West Virginia,All,2012-13,51,10.6,50,471,> 100%
State,West Virginia,All,2012-13,52,12.5,59,472,> 100%
State,West Virginia,All,2012-13,1,12.5,62,497,> 100%
State,West Virginia,All,2012-13,2,8.6,44,512,> 100%
State,West Virginia,All,2012-13,3,12.7,60,471,> 100%
State,West Virginia,All,2012-13,4,14.4,70,487,> 100%
State,West Virginia,All,2012-13,5,13.4,60,449,> 100%
State,West Virginia,All,2012-13,6,11.7,56,478,> 100%
State,West Virginia,All,2012-13,7,10.2,43,423,> 100%
State,West Virginia,All,2012-13,8,11.7,50,428,> 100%
State,West Virginia,All,2012-13,9,8.1,33,408,99%
State,West Virginia,All,2012-13,10,9.7,44,453,> 100%
State,West Virginia,All,2012-13,11,12.5,62,497,> 100%
State,West Virginia,All,2012-13,12,10.6,46,433,> 100%
State,West Virginia,All,2012-13,13,10.3,43,417,> 100%
State,West Virginia,All,2012-13,14,10.2,46,452,> 100%
State,West Virginia,All,2012-13,15,12,57,476,> 100%
State,West Virginia,All,2012-13,16,10,43,430,> 100%
State,West Virginia,All,2012-13,17,6.7,26,386,93.60%
State,West Virginia,All,2012-13,18,9.4,41,434,> 100%
State,West Virginia,All,2012-13,19,7.6,34,449,> 100%
State,West Virginia,All,2012-13,20,8.7,38,437,> 100%
State,West Virginia,All,2012-13,21,7.4,29,390,94.60%
State,West Virginia,All,2012-13,22,7.8,33,423,> 100%
State,West Virginia,All,2012-13,23,9.3,35,376,91.20%
State,West Virginia,All,2012-13,24,7,27,386,93.60%
State,West Virginia,All,2012-13,25,6.1,24,394,95.60%
State,West Virginia,All,2012-13,26,5,19,383,92.90%
State,West Virginia,All,2012-13,27,7.9,28,354,85.90%
State,West Virginia,All,2012-13,28,7.1,27,379,91.90%
State,West Virginia,All,2012-13,29,7.3,29,397,96.30%
State,West Virginia,All,2012-13,30,8.8,35,398,96.50%
State,West Virginia,All,2012-13,31,6.4,24,377,91.50%
State,West Virginia,All,2012-13,32,9.2,39,423,> 100%
State,West Virginia,All,2012-13,33,6.6,27,407,98.70%
State,West Virginia,All,2012-13,34,8.5,32,377,91.50%
State,West Virginia,All,2012-13,35,10.8,40,371,90%
State,West Virginia,All,2012-13,36,9,36,402,97.50%
State,West Virginia,All,2012-13,37,6.9,26,377,91.50%
State,West Virginia,All,2012-13,38,8.2,33,403,97.80%
State,West Virginia,All,2012-13,39,6.8,28,413,> 100%
State,Wisconsin,All,2012-13,40,6.5,64,986,> 100%
State,Wisconsin,All,2012-13,41,6.1,58,944,> 100%
State,Wisconsin,All,2012-13,42,6.2,60,971,> 100%
State,Wisconsin,All,2012-13,43,6.1,57,929,> 100%
State,Wisconsin,All,2012-13,44,7.5,70,931,> 100%
State,Wisconsin,All,2012-13,45,5.5,51,934,> 100%
State,Wisconsin,All,2012-13,46,6.1,57,931,> 100%
State,Wisconsin,All,2012-13,47,7,66,945,> 100%
State,Wisconsin,All,2012-13,48,7.5,70,933,> 100%
State,Wisconsin,All,2012-13,49,6.3,62,980,> 100%
State,Wisconsin,All,2012-13,50,7.3,73,"1,004",> 100%
State,Wisconsin,All,2012-13,51,6.2,62,"1,006",> 100%
State,Wisconsin,All,2012-13,52,10.6,112,"1,054",> 100%
State,Wisconsin,All,2012-13,1,9.2,107,"1,157",> 100%
State,Wisconsin,All,2012-13,2,11.6,140,"1,202",> 100%
State,Wisconsin,All,2012-13,3,11.6,127,"1,093",> 100%
State,Wisconsin,All,2012-13,4,11.1,129,"1,163",> 100%
State,Wisconsin,All,2012-13,5,9.5,107,"1,131",> 100%
State,Wisconsin,All,2012-13,6,9.3,91,980,> 100%
State,Wisconsin,All,2012-13,7,8.6,89,"1,031",> 100%
State,Wisconsin,All,2012-13,8,7.2,77,"1,065",> 100%
State,Wisconsin,All,2012-13,9,7.6,72,947,> 100%
State,Wisconsin,All,2012-13,10,7.3,70,960,> 100%
State,Wisconsin,All,2012-13,11,9.1,93,"1,020",> 100%
State,Wisconsin,All,2012-13,12,7.9,78,992,> 100%
State,Wisconsin,All,2012-13,13,7.6,72,952,> 100%
State,Wisconsin,All,2012-13,14,9.4,88,939,> 100%
State,Wisconsin,All,2012-13,15,6.3,62,980,> 100%
State,Wisconsin,All,2012-13,16,5.9,57,966,> 100%
State,Wisconsin,All,2012-13,17,7.3,71,977,> 100%
State,Wisconsin,All,2012-13,18,7.5,71,944,> 100%
State,Wisconsin,All,2012-13,19,7.7,70,906,100%
State,Wisconsin,All,2012-13,20,7,65,928,> 100%
State,Wisconsin,All,2012-13,21,6.7,61,906,100%
State,Wisconsin,All,2012-13,22,6.2,58,941,> 100%
State,Wisconsin,All,2012-13,23,6,55,923,> 100%
State,Wisconsin,All,2012-13,24,6.8,60,882,97.30%
State,Wisconsin,All,2012-13,25,7.4,69,933,> 100%
State,Wisconsin,All,2012-13,26,7,60,863,95.20%
State,Wisconsin,All,2012-13,27,5.6,47,846,93.30%
State,Wisconsin,All,2012-13,28,6.4,57,885,97.60%
State,Wisconsin,All,2012-13,29,4.8,44,913,> 100%
State,Wisconsin,All,2012-13,30,6.9,57,832,91.80%
State,Wisconsin,All,2012-13,31,4.6,38,832,91.80%
State,Wisconsin,All,2012-13,32,3.9,35,896,98.90%
State,Wisconsin,All,2012-13,33,5.6,51,905,99.90%
State,Wisconsin,All,2012-13,34,5.6,50,887,97.90%
State,Wisconsin,All,2012-13,35,7.6,66,863,95.20%
State,Wisconsin,All,2012-13,36,5.3,47,884,97.50%
State,Wisconsin,All,2012-13,37,6.2,56,902,99.50%
State,Wisconsin,All,2012-13,38,5.4,47,866,95.60%
State,Wisconsin,All,2012-13,39,6.7,60,901,99.40%
State,Wyoming,All,2012-13,40,0,0,77,91.70%
State,Wyoming,All,2012-13,41,8.8,6,68,81%
State,Wyoming,All,2012-13,42,5.1,5,99,> 100%
State,Wyoming,All,2012-13,43,3.2,3,94,> 100%
State,Wyoming,All,2012-13,44,8.3,9,109,> 100%
State,Wyoming,All,2012-13,45,3.3,3,92,> 100%
State,Wyoming,All,2012-13,46,6,5,84,> 100%
State,Wyoming,All,2012-13,47,4.4,4,90,> 100%
State,Wyoming,All,2012-13,48,5,5,100,> 100%
State,Wyoming,All,2012-13,49,5.6,5,90,> 100%
State,Wyoming,All,2012-13,50,2.3,2,87,> 100%
State,Wyoming,All,2012-13,51,5.1,5,98,> 100%
State,Wyoming,All,2012-13,52,11.2,12,107,> 100%
State,Wyoming,All,2012-13,1,13.5,12,89,> 100%
State,Wyoming,All,2012-13,2,10.7,12,112,> 100%
State,Wyoming,All,2012-13,3,8.6,8,93,> 100%
State,Wyoming,All,2012-13,4,15.7,14,89,> 100%
State,Wyoming,All,2012-13,5,13.9,15,108,> 100%
State,Wyoming,All,2012-13,6,10.3,8,78,92.90%
State,Wyoming,All,2012-13,7,11.7,11,94,> 100%
State,Wyoming,All,2012-13,8,11.4,10,88,> 100%
State,Wyoming,All,2012-13,9,6,6,100,> 100%
State,Wyoming,All,2012-13,10,13.3,12,90,> 100%
State,Wyoming,All,2012-13,11,5.9,5,85,> 100%
State,Wyoming,All,2012-13,12,9.1,9,99,> 100%
State,Wyoming,All,2012-13,13,12.5,12,96,> 100%
State,Wyoming,All,2012-13,14,9.9,11,111,> 100%
State,Wyoming,All,2012-13,15,8.9,7,79,94.10%
State,Wyoming,All,2012-13,16,7,5,71,84.60%
State,Wyoming,All,2012-13,17,8.2,8,97,> 100%
State,Wyoming,All,2012-13,18,7.9,7,89,> 100%
State,Wyoming,All,2012-13,19,5,4,80,95.30%
State,Wyoming,All,2012-13,20,3.7,3,81,96.50%
State,Wyoming,All,2012-13,21,1.1,1,87,> 100%
State,Wyoming,All,2012-13,22,2.4,2,85,> 100%
State,Wyoming,All,2012-13,23,9.2,7,76,90.50%
State,Wyoming,All,2012-13,24,6.6,6,91,> 100%
State,Wyoming,All,2012-13,25,9.4,6,64,76.20%
State,Wyoming,All,2012-13,26,1.2,1,82,97.70%
State,Wyoming,All,2012-13,27,13.7,13,95,> 100%
State,Wyoming,All,2012-13,28,10.8,9,83,98.80%
State,Wyoming,All,2012-13,29,7.1,6,85,> 100%
State,Wyoming,All,2012-13,30,7.2,6,83,98.80%
State,Wyoming,All,2012-13,31,4.1,3,73,86.90%
State,Wyoming,All,2012-13,32,8.6,7,81,96.50%
State,Wyoming,All,2012-13,33,11,9,82,97.70%
State,Wyoming,All,2012-13,34,5.1,4,78,92.90%
State,Wyoming,All,2012-13,35,4.9,4,81,96.50%
State,Wyoming,All,2012-13,36,3.9,3,76,90.50%
State,Wyoming,All,2012-13,37,5.4,4,74,88.10%
State,Wyoming,All,2012-13,38,15.3,11,72,85.70%
State,Wyoming,All,2012-13,39,3.8,3,78,92.90%
State,New York City,All,2012-13,40,9,94,"1,044",> 100%
State,New York City,All,2012-13,41,7.9,76,968,97.20%
State,New York City,All,2012-13,42,7.1,72,"1,020",> 100%
State,New York City,All,2012-13,43,10.3,101,984,98.80%
State,New York City,All,2012-13,44,8.6,87,"1,014",> 100%
State,New York City,All,2012-13,45,11.8,138,"1,174",> 100%
State,New York City,All,2012-13,46,11.7,125,"1,067",> 100%
State,New York City,All,2012-13,47,10.8,110,"1,023",> 100%
State,New York City,All,2012-13,48,9.7,101,"1,038",> 100%
State,New York City,All,2012-13,49,11.4,126,"1,106",> 100%
State,New York City,All,2012-13,50,11.4,121,"1,059",> 100%
State,New York City,All,2012-13,51,11.6,132,"1,137",> 100%
State,New York City,All,2012-13,52,10.8,125,"1,158",> 100%
State,New York City,All,2012-13,1,14.3,170,"1,191",> 100%
State,New York City,All,2012-13,2,14.3,180,"1,258",> 100%
State,New York City,All,2012-13,3,14,167,"1,192",> 100%
State,New York City,All,2012-13,4,14,170,"1,214",> 100%
State,New York City,All,2012-13,5,12.4,150,"1,208",> 100%
State,New York City,All,2012-13,6,13.7,157,"1,143",> 100%
State,New York City,All,2012-13,7,12,130,"1,086",> 100%
State,New York City,All,2012-13,8,11.1,125,"1,127",> 100%
State,New York City,All,2012-13,9,10.4,104,"1,002",> 100%
State,New York City,All,2012-13,10,11.4,119,"1,044",> 100%
State,New York City,All,2012-13,11,11.8,109,923,92.70%
State,New York City,All,2012-13,12,9.8,102,"1,040",> 100%
State,New York City,All,2012-13,13,9.4,97,"1,036",> 100%
State,New York City,All,2012-13,14,10.4,113,"1,086",> 100%
State,New York City,All,2012-13,15,9.2,97,"1,055",> 100%
State,New York City,All,2012-13,16,9.2,92,998,> 100%
State,New York City,All,2012-13,17,9,86,952,95.60%
State,New York City,All,2012-13,18,10.7,101,943,94.70%
State,New York City,All,2012-13,19,9,90,995,99.90%
State,New York City,All,2012-13,20,10.5,105,"1,004",> 100%
State,New York City,All,2012-13,21,9.8,94,962,96.60%
State,New York City,All,2012-13,22,8.3,80,960,96.40%
State,New York City,All,2012-13,23,11.6,110,952,95.60%
State,New York City,All,2012-13,24,10.1,91,905,90.90%
State,New York City,All,2012-13,25,9,82,914,91.80%
State,New York City,All,2012-13,26,8.5,83,972,97.60%
State,New York City,All,2012-13,27,7.7,71,919,92.30%
State,New York City,All,2012-13,28,8.9,84,944,94.80%
State,New York City,All,2012-13,29,9.1,89,973,97.70%
State,New York City,All,2012-13,30,7.8,74,950,95.40%
State,New York City,All,2012-13,31,9.8,94,964,96.80%
State,New York City,All,2012-13,32,10,96,960,96.40%
State,New York City,All,2012-13,33,10.1,97,958,96.20%
State,New York City,All,2012-13,34,7.1,68,956,96%
State,New York City,All,2012-13,35,9.3,84,907,91.10%
State,New York City,All,2012-13,36,8.7,78,893,89.70%
State,New York City,All,2012-13,37,9.1,84,923,92.70%
State,New York City,All,2012-13,38,9.6,91,947,95.10%
State,New York City,All,2012-13,39,8.4,82,980,98.40%
State,Alabama,All,2011-12,40,5.4,54,"1,005",> 100%
State,Alabama,All,2011-12,41,6.1,55,902,97.70%
State,Alabama,All,2011-12,42,6.3,55,878,95.10%
State,Alabama,All,2011-12,43,5.9,52,886,95.90%
State,Alabama,All,2011-12,44,6.4,57,885,95.80%
State,Alabama,All,2011-12,45,5.8,57,983,> 100%
State,Alabama,All,2011-12,46,6.9,64,933,> 100%
State,Alabama,All,2011-12,47,6.3,57,904,97.90%
State,Alabama,All,2011-12,48,6.6,64,971,> 100%
State,Alabama,All,2011-12,49,6.7,62,920,99.60%
State,Alabama,All,2011-12,50,7.9,80,"1,017",> 100%
State,Alabama,All,2011-12,51,8.7,83,957,> 100%
State,Alabama,All,2011-12,52,7.2,68,943,> 100%
State,Alabama,All,2011-12,1,7.8,78,"1,002",> 100%
State,Alabama,All,2011-12,2,8.7,79,911,98.60%
State,Alabama,All,2011-12,3,6,59,988,> 100%
State,Alabama,All,2011-12,4,7.9,74,933,> 100%
State,Alabama,All,2011-12,5,8.3,77,929,> 100%
State,Alabama,All,2011-12,6,6.7,61,908,98.30%
State,Alabama,All,2011-12,7,6.4,63,983,> 100%
State,Alabama,All,2011-12,8,6.5,69,"1,064",> 100%
State,Alabama,All,2011-12,9,7.5,76,"1,020",> 100%
State,Alabama,All,2011-12,10,7.3,68,927,> 100%
State,Alabama,All,2011-12,11,8.3,79,951,> 100%
State,Alabama,All,2011-12,12,8.9,82,918,99.40%
State,Alabama,All,2011-12,13,6.5,62,959,> 100%
State,Alabama,All,2011-12,14,8.4,78,932,> 100%
State,Alabama,All,2011-12,15,7.7,71,923,99.90%
State,Alabama,All,2011-12,16,6.7,65,965,> 100%
State,Alabama,All,2011-12,17,5.7,55,971,> 100%
State,Alabama,All,2011-12,18,7.8,72,924,> 100%
State,Alabama,All,2011-12,19,6.6,60,905,98%
State,Alabama,All,2011-12,20,6.6,58,885,95.80%
State,Alabama,All,2011-12,21,7.4,65,881,95.40%
State,Alabama,All,2011-12,22,7.4,66,891,96.50%
State,Alabama,All,2011-12,23,7.3,68,935,> 100%
State,Alabama,All,2011-12,24,6.3,58,924,> 100%
State,Alabama,All,2011-12,25,7.3,65,887,96%
State,Alabama,All,2011-12,26,8.4,77,917,99.30%
State,Alabama,All,2011-12,27,5.8,55,945,> 100%
State,Alabama,All,2011-12,28,6.4,52,815,88.20%
State,Alabama,All,2011-12,29,7.2,66,920,99.60%
State,Alabama,All,2011-12,30,5.9,55,933,> 100%
State,Alabama,All,2011-12,31,5.4,47,863,93.40%
State,Alabama,All,2011-12,32,7,67,951,> 100%
State,Alabama,All,2011-12,33,6.3,60,947,> 100%
State,Alabama,All,2011-12,34,5.4,48,892,96.60%
State,Alabama,All,2011-12,35,6,50,837,90.60%
State,Alabama,All,2011-12,36,5.1,47,923,99.90%
State,Alabama,All,2011-12,37,3.7,33,900,97.40%
State,Alabama,All,2011-12,38,6.6,59,892,96.60%
State,Alabama,All,2011-12,39,5.8,57,977,> 100%
State,Alaska,All,2011-12,40,7.4,5,68,94.30%
State,Alaska,All,2011-12,41,7.3,6,82,> 100%
State,Alaska,All,2011-12,42,6.2,4,65,90.20%
State,Alaska,All,2011-12,43,8,4,50,69.40%
State,Alaska,All,2011-12,44,3.7,3,82,> 100%
State,Alaska,All,2011-12,45,2.9,2,70,97.10%
State,Alaska,All,2011-12,46,9.8,6,61,84.60%
State,Alaska,All,2011-12,47,2.9,2,69,95.70%
State,Alaska,All,2011-12,48,7.8,7,90,> 100%
State,Alaska,All,2011-12,49,8,6,75,> 100%
State,Alaska,All,2011-12,50,5.2,4,77,> 100%
State,Alaska,All,2011-12,51,9.2,8,87,> 100%
State,Alaska,All,2011-12,52,4.2,3,71,98.50%
State,Alaska,All,2011-12,1,6.4,5,78,> 100%
State,Alaska,All,2011-12,2,2.9,2,69,95.70%
State,Alaska,All,2011-12,3,7.8,5,64,88.80%
State,Alaska,All,2011-12,4,8.8,7,80,> 100%
State,Alaska,All,2011-12,5,6.8,5,74,> 100%
State,Alaska,All,2011-12,6,12.3,9,73,> 100%
State,Alaska,All,2011-12,7,5.1,3,59,81.90%
State,Alaska,All,2011-12,8,7.1,6,84,> 100%
State,Alaska,All,2011-12,9,8.5,6,71,98.50%
State,Alaska,All,2011-12,10,3.5,3,86,> 100%
State,Alaska,All,2011-12,11,3.9,4,102,> 100%
State,Alaska,All,2011-12,12,6.6,4,61,84.60%
State,Alaska,All,2011-12,13,4.1,3,74,> 100%
State,Alaska,All,2011-12,14,7.5,6,80,> 100%
State,Alaska,All,2011-12,15,4.1,3,73,> 100%
State,Alaska,All,2011-12,16,3.3,3,90,> 100%
State,Alaska,All,2011-12,17,8.2,6,73,> 100%
State,Alaska,All,2011-12,18,4.3,3,70,97.10%
State,Alaska,All,2011-12,19,11.7,9,77,> 100%
State,Alaska,All,2011-12,20,1.8,1,57,79.10%
State,Alaska,All,2011-12,21,3.1,2,64,88.80%
State,Alaska,All,2011-12,22,2.9,2,69,95.70%
State,Alaska,All,2011-12,23,1.4,1,70,97.10%
State,Alaska,All,2011-12,24,1.4,1,70,97.10%
State,Alaska,All,2011-12,25,2.5,2,81,> 100%
State,Alaska,All,2011-12,26,7.4,5,68,94.30%
State,Alaska,All,2011-12,27,4.3,3,70,97.10%
State,Alaska,All,2011-12,28,7.9,5,63,87.40%
State,Alaska,All,2011-12,29,4.9,3,61,84.60%
State,Alaska,All,2011-12,30,2.4,2,82,> 100%
State,Alaska,All,2011-12,31,4.2,3,72,99.90%
State,Alaska,All,2011-12,32,8.5,5,59,81.90%
State,Alaska,All,2011-12,33,4.1,3,73,> 100%
State,Alaska,All,2011-12,34,4.3,3,69,95.70%
State,Alaska,All,2011-12,35,8.3,5,60,83.20%
State,Alaska,All,2011-12,36,7.2,6,83,> 100%
State,Alaska,All,2011-12,37,5.5,4,73,> 100%
State,Alaska,All,2011-12,38,2.6,2,76,> 100%
State,Alaska,All,2011-12,39,2.8,2,72,99.90%
State,Arizona,All,2011-12,40,5.9,52,883,97.40%
State,Arizona,All,2011-12,41,6,54,901,99.30%
State,Arizona,All,2011-12,42,5.7,52,908,> 100%
State,Arizona,All,2011-12,43,5.8,52,889,98%
State,Arizona,All,2011-12,44,4.3,40,933,> 100%
State,Arizona,All,2011-12,45,6.2,54,877,96.70%
State,Arizona,All,2011-12,46,6.4,57,895,98.70%
State,Arizona,All,2011-12,47,6.6,58,883,97.40%
State,Arizona,All,2011-12,48,6.9,62,905,99.80%
State,Arizona,All,2011-12,49,5.7,54,953,> 100%
State,Arizona,All,2011-12,50,7.3,72,981,> 100%
State,Arizona,All,2011-12,51,6.9,61,885,97.60%
State,Arizona,All,2011-12,52,6.3,59,938,> 100%
State,Arizona,All,2011-12,1,6.5,57,883,97.40%
State,Arizona,All,2011-12,2,5.8,54,928,> 100%
State,Arizona,All,2011-12,3,6.4,59,921,> 100%
State,Arizona,All,2011-12,4,7,71,"1,020",> 100%
State,Arizona,All,2011-12,5,6,58,961,> 100%
State,Arizona,All,2011-12,6,5.7,61,"1,072",> 100%
State,Arizona,All,2011-12,7,8.2,84,"1,028",> 100%
State,Arizona,All,2011-12,8,6.7,67,"1,002",> 100%
State,Arizona,All,2011-12,9,8.1,78,967,> 100%
State,Arizona,All,2011-12,10,8.7,87,998,> 100%
State,Arizona,All,2011-12,11,8.1,88,"1,080",> 100%
State,Arizona,All,2011-12,12,8.1,82,"1,014",> 100%
State,Arizona,All,2011-12,13,7.5,76,"1,007",> 100%
State,Arizona,All,2011-12,14,7.6,78,"1,031",> 100%
State,Arizona,All,2011-12,15,8.6,84,980,> 100%
State,Arizona,All,2011-12,16,6.9,66,957,> 100%
State,Arizona,All,2011-12,17,5.7,58,"1,021",> 100%
State,Arizona,All,2011-12,18,6,56,936,> 100%
State,Arizona,All,2011-12,19,6.4,57,897,98.90%
State,Arizona,All,2011-12,20,6.6,61,929,> 100%
State,Arizona,All,2011-12,21,6.2,58,942,> 100%
State,Arizona,All,2011-12,22,5.9,53,903,99.60%
State,Arizona,All,2011-12,23,6.6,61,929,> 100%
State,Arizona,All,2011-12,24,5.8,54,935,> 100%
State,Arizona,All,2011-12,25,5.8,53,909,> 100%
State,Arizona,All,2011-12,26,6.4,58,912,> 100%
State,Arizona,All,2011-12,27,6.3,55,878,96.80%
State,Arizona,All,2011-12,28,5.4,51,946,> 100%
State,Arizona,All,2011-12,29,6.2,55,887,97.80%
State,Arizona,All,2011-12,30,6.6,57,862,95%
State,Arizona,All,2011-12,31,4.5,39,858,94.60%
State,Arizona,All,2011-12,32,4.4,41,931,> 100%
State,Arizona,All,2011-12,33,5.1,46,898,99%
State,Arizona,All,2011-12,34,4.4,38,872,96.10%
State,Arizona,All,2011-12,35,5,46,917,> 100%
State,Arizona,All,2011-12,36,4.7,45,965,> 100%
State,Arizona,All,2011-12,37,5.3,47,885,97.60%
State,Arizona,All,2011-12,38,5.5,47,862,95%
State,Arizona,All,2011-12,39,7.5,72,964,> 100%
State,Arkansas,All,2011-12,40,9.9,54,546,97.60%
State,Arkansas,All,2011-12,41,7.8,43,552,98.70%
State,Arkansas,All,2011-12,42,7.1,39,552,98.70%
State,Arkansas,All,2011-12,43,6,35,584,> 100%
State,Arkansas,All,2011-12,44,5.2,28,537,96%
State,Arkansas,All,2011-12,45,7.5,43,574,> 100%
State,Arkansas,All,2011-12,46,8.6,48,561,> 100%
State,Arkansas,All,2011-12,47,5.3,32,600,> 100%
State,Arkansas,All,2011-12,48,8.5,48,564,> 100%
State,Arkansas,All,2011-12,49,8.3,49,592,> 100%
State,Arkansas,All,2011-12,50,9.2,50,546,97.60%
State,Arkansas,All,2011-12,51,10.4,62,596,> 100%
State,Arkansas,All,2011-12,52,6.3,37,591,> 100%
State,Arkansas,All,2011-12,1,6.3,39,622,> 100%
State,Arkansas,All,2011-12,2,9.5,57,599,> 100%
State,Arkansas,All,2011-12,3,8.5,53,620,> 100%
State,Arkansas,All,2011-12,4,8.7,51,588,> 100%
State,Arkansas,All,2011-12,5,9.3,58,627,> 100%
State,Arkansas,All,2011-12,6,7.7,49,639,> 100%
State,Arkansas,All,2011-12,7,10.9,71,650,> 100%
State,Arkansas,All,2011-12,8,10.1,59,586,> 100%
State,Arkansas,All,2011-12,9,7.7,45,587,> 100%
State,Arkansas,All,2011-12,10,8.4,50,594,> 100%
State,Arkansas,All,2011-12,11,10,65,650,> 100%
State,Arkansas,All,2011-12,12,10.5,64,611,> 100%
State,Arkansas,All,2011-12,13,9.4,54,575,> 100%
State,Arkansas,All,2011-12,14,7.3,41,560,> 100%
State,Arkansas,All,2011-12,15,7.8,44,565,> 100%
State,Arkansas,All,2011-12,16,6.9,35,508,90.80%
State,Arkansas,All,2011-12,17,8.7,46,530,94.70%
State,Arkansas,All,2011-12,18,7.1,45,632,> 100%
State,Arkansas,All,2011-12,19,6.8,36,527,94.20%
State,Arkansas,All,2011-12,20,5.9,31,528,94.40%
State,Arkansas,All,2011-12,21,7.5,44,586,> 100%
State,Arkansas,All,2011-12,22,6.2,36,579,> 100%
State,Arkansas,All,2011-12,23,7.5,39,521,93.10%
State,Arkansas,All,2011-12,24,5.6,32,568,> 100%
State,Arkansas,All,2011-12,25,7.3,37,506,90.40%
State,Arkansas,All,2011-12,26,6.4,35,551,98.50%
State,Arkansas,All,2011-12,27,7.2,39,542,96.90%
State,Arkansas,All,2011-12,28,6.5,34,525,93.80%
State,Arkansas,All,2011-12,29,6,33,546,97.60%
State,Arkansas,All,2011-12,30,7.3,41,564,> 100%
State,Arkansas,All,2011-12,31,6.4,36,561,> 100%
State,Arkansas,All,2011-12,32,6.7,37,550,98.30%
State,Arkansas,All,2011-12,33,4.2,22,518,92.60%
State,Arkansas,All,2011-12,34,7.6,41,540,96.50%
State,Arkansas,All,2011-12,35,4.8,26,547,97.80%
State,Arkansas,All,2011-12,36,6.4,37,578,> 100%
State,Arkansas,All,2011-12,37,7.5,42,557,99.50%
State,Arkansas,All,2011-12,38,7.5,41,546,97.60%
State,Arkansas,All,2011-12,39,6.7,37,550,98.30%
State,California,All,2011-12,40,8.3,355,"4,275",94.30%
State,California,All,2011-12,41,9.1,407,"4,489",99%
State,California,All,2011-12,42,8.3,355,"4,291",94.60%
State,California,All,2011-12,43,9.8,423,"4,327",95.40%
State,California,All,2011-12,44,9.2,402,"4,363",96.20%
State,California,All,2011-12,45,9.2,433,"4,707",> 100%
State,California,All,2011-12,46,9.5,442,"4,631",> 100%
State,California,All,2011-12,47,9.5,431,"4,531",99.90%
State,California,All,2011-12,48,9.8,443,"4,526",99.80%
State,California,All,2011-12,49,9.5,458,"4,813",> 100%
State,California,All,2011-12,50,10.3,504,"4,877",> 100%
State,California,All,2011-12,51,9.9,486,"4,905",> 100%
State,California,All,2011-12,52,10.5,535,"5,090",> 100%
State,California,All,2011-12,1,10.4,529,"5,095",> 100%
State,California,All,2011-12,2,10.6,525,"4,951",> 100%
State,California,All,2011-12,3,10.2,510,"5,001",> 100%
State,California,All,2011-12,4,10.6,525,"4,944",> 100%
State,California,All,2011-12,5,11.2,543,"4,865",> 100%
State,California,All,2011-12,6,10,493,"4,940",> 100%
State,California,All,2011-12,7,9.7,464,"4,763",> 100%
State,California,All,2011-12,8,10.3,513,"4,959",> 100%
State,California,All,2011-12,9,11.2,560,"5,008",> 100%
State,California,All,2011-12,10,11.2,560,"4,986",> 100%
State,California,All,2011-12,11,10.9,533,"4,891",> 100%
State,California,All,2011-12,12,10.6,530,"4,980",> 100%
State,California,All,2011-12,13,10.2,483,"4,747",> 100%
State,California,All,2011-12,14,10.6,518,"4,865",> 100%
State,California,All,2011-12,15,9.1,439,"4,815",> 100%
State,California,All,2011-12,16,10.5,498,"4,754",> 100%
